E,P,E_Genus,P_Species,D_ace_glu,w_ac_R,w_glc_F,R_F
iG2583_1286,1215087.7_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iY75_1357,1215087.7_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECNA114_1301,1215087.7_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECBD_1354,1215087.7_PID,Escherichia,P.Putida,0.054861296,0.020393594,0.094170196,0.011880818
iAF1260b,1215087.7_PID,Escherichia,P.Putida,1.051197215,0.027053217,0.061609818,0.461586592
iEcE24377_1341,1215087.7_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSE_1348,1215087.7_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECSP_1301,1215087.7_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECH74115_1262,1215087.7_PID,Escherichia,P.Putida,0.745573021,0.026878109,0.076199178,0.262989623
iECSF_1327,1215087.7_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECDH1ME8569_1439,1215087.7_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iEC1344_C,1215087.7_PID,Escherichia,P.Putida,0.916442037,0.026984736,0.069335693,0.356669782
iUMNK88_1353,1215087.7_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iNRG857_1313,1215087.7_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEKO11_1354,1215087.7_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECP_1309,1215087.7_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iECs_1301,1215087.7_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEC1349_Crooks,1215087.7_PID,Escherichia,P.Putida,0.865030288,0.026957552,0.071299963,0.327056258
iYL1228,1215087.7_PID,Klebsiella,P.Putida,0.955353032,0.026984526,0.072329447,0.356421207
iML1515,1215087.7_PID,Escherichia,P.Putida,1.091421747,0.027074657,0.058141845,0.508237556
iUTI89_1310,1215087.7_PID,Escherichia,P.Putida,0.916577,0.026984827,0.069325078,0.356778134
iECO103_1326,1215087.7_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECO26_1355,1215087.7_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iUMN146_1321,1215087.7_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iSDY_1059,1215087.7_PID,Shigella,P.Putida,0.980704556,0.027021409,0.065244086,0.406167364
iECW_1372,1215087.7_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iEcDH1_1363,1215087.7_PID,Escherichia,P.Putida,0.812197302,0.026931801,0.072152138,0.303164068
iECS88_1305,1215087.7_PID,Escherichia,P.Putida,0.83380047,0.026943639,0.071613933,0.31370458
iEC1356_Bl21DE3,1215087.7_PID,Escherichia,P.Putida,0.027254673,0.013281962,0.095035542,0.003809054
iEcSMS35_1347,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iEcolC_1368,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iZ_1308,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iECED1_1282,1042876.5_PID,Escherichia,P.Putida,0.812185753,0.019851428,0.072151374,0.223461402
iEC1364_W,1042876.5_PID,Escherichia,P.Putida,0.867360758,0.01988313,0.071153561,0.242375035
iJO1366,1042876.5_PID,Escherichia,P.Putida,0.916424424,0.019912852,0.069334841,0.26319558
iLF82_1304,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
e_coli_core,1042876.5_PID,Escherichia,P.Putida,0.684217179,0.019769079,0.072871592,0.185618879
iJR904,1042876.5_PID,Escherichia,P.Putida,0.927990759,0.019928603,0.067074007,0.275718716
iWFL_1372,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iEcHS_1320,1042876.5_PID,Escherichia,P.Putida,0.916577,0.01991296,0.069325078,0.263277904
iECIAI39_1322,1042876.5_PID,Escherichia,P.Putida,0.833924636,0.019865154,0.071626906,0.231282375
iECO111_1330,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iB21_1397,1042876.5_PID,Escherichia,P.Putida,0.04372566,0.012264711,0.075055718,0.007145126
iEC1372_W3110,1042876.5_PID,Escherichia,P.Putida,0.916442037,0.019912854,0.069335693,0.263197438
iECIAI1_1343,1042876.5_PID,Escherichia,P.Putida,0.91819003,0.019914103,0.069221865,0.264149647
iAPECO1_1312,1042876.5_PID,Escherichia,P.Putida,0.83380047,0.019865167,0.071613933,0.23128998
iECABU_c1320,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iBWG_1329,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iE2348C_1286,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iAF1260,1042876.5_PID,Escherichia,P.Putida,1.051197215,0.019992317,0.061609818,0.341112319
iEC042_1314,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iYS1720,1042876.5_PID,Salmonella,P.Putida,1.026113748,0.019950883,0.069261263,0.295574677
iECOK1_1307,1042876.5_PID,Escherichia,P.Putida,0.83380047,0.019865167,0.071613933,0.23128998
STM_v1_0,1042876.5_PID,Salmonella,P.Putida,1.053602835,0.019972269,0.066282613,0.317471474
iETEC_1333,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iEC55989_1330,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iEC1368_DH5a,1042876.5_PID,Escherichia,P.Putida,0.916442037,0.019912854,0.069335693,0.263197438
iECB_1328,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iECD_1391,1042876.5_PID,Escherichia,P.Putida,0.04372566,0.012264711,0.075055718,0.007145126
iG2583_1286,1042876.5_PID,Escherichia,P.Putida,0.745573021,0.019789128,0.076199178,0.193627285
iY75_1357,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iECNA114_1301,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iECBD_1354,1042876.5_PID,Escherichia,P.Putida,0.054861296,0.01226471,0.094170196,0.007145126
iAF1260b,1042876.5_PID,Escherichia,P.Putida,1.051197215,0.019992317,0.061609818,0.341112319
iEcE24377_1341,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iECSE_1348,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iECSP_1301,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iECH74115_1262,1042876.5_PID,Escherichia,P.Putida,0.745573021,0.019789128,0.076199178,0.193627285
iECSF_1327,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iECDH1ME8569_1439,1042876.5_PID,Escherichia,P.Putida,0.916577,0.01991296,0.069325078,0.263277904
iEC1344_C,1042876.5_PID,Escherichia,P.Putida,0.916442037,0.019912854,0.069335693,0.263197438
iUMNK88_1353,1042876.5_PID,Escherichia,P.Putida,0.916577,0.01991296,0.069325078,0.263277904
iNRG857_1313,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iEKO11_1354,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iECP_1309,1042876.5_PID,Escherichia,P.Putida,0.83380047,0.019865167,0.071613933,0.23128998
iECs_1301,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iEC1349_Crooks,1042876.5_PID,Escherichia,P.Putida,0.865030288,0.019881311,0.071299963,0.241205402
iYL1228,1042876.5_PID,Klebsiella,P.Putida,0.955353032,0.019912611,0.072329447,0.263012835
iML1515,1042876.5_PID,Escherichia,P.Putida,1.091421747,0.020017196,0.058141845,0.375756951
iUTI89_1310,1042876.5_PID,Escherichia,P.Putida,0.916577,0.01991296,0.069325078,0.263277904
iECO103_1326,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iECO26_1355,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iUMN146_1321,1042876.5_PID,Escherichia,P.Putida,0.83380047,0.019865167,0.071613933,0.23128998
iSDY_1059,1042876.5_PID,Shigella,P.Putida,0.980704556,0.019955408,0.065244086,0.299956067
iECW_1372,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iEcDH1_1363,1042876.5_PID,Escherichia,P.Putida,0.812197302,0.01985143,0.072152138,0.223462229
iECS88_1305,1042876.5_PID,Escherichia,P.Putida,0.83380047,0.019865167,0.071613933,0.23128998
iEC1356_Bl21DE3,1042876.5_PID,Escherichia,P.Putida,0.027254673,0.004012607,0.095035542,0.001150752
iEcSMS35_1347,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iEcolC_1368,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iZ_1308,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iECED1_1282,303.175_PID,Escherichia,P.Putida,0.812185753,0.022998623,0.072151374,0.258888402
iEC1364_W,303.175_PID,Escherichia,P.Putida,0.867360758,0.023025183,0.071153561,0.280676609
iJO1366,303.175_PID,Escherichia,P.Putida,0.916424424,0.023050084,0.069334841,0.304661547
iLF82_1304,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
e_coli_core,303.175_PID,Escherichia,P.Putida,0.684217179,0.02292963,0.072871592,0.215294414
iJR904,303.175_PID,Escherichia,P.Putida,0.927990759,0.02306328,0.067074007,0.319088002
iWFL_1372,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iEcHS_1320,303.175_PID,Escherichia,P.Putida,0.916577,0.023050175,0.069325078,0.304756382
iECIAI39_1322,303.175_PID,Escherichia,P.Putida,0.833924636,0.023010122,0.071626906,0.267898039
iECO111_1330,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iB21_1397,303.175_PID,Escherichia,P.Putida,0.04372566,0.016642421,0.075055718,0.009695475
iEC1372_W3110,303.175_PID,Escherichia,P.Putida,0.916442037,0.023050086,0.069335693,0.304663687
iECIAI1_1343,303.175_PID,Escherichia,P.Putida,0.91819003,0.023051133,0.069221865,0.305760616
iAPECO1_1312,303.175_PID,Escherichia,P.Putida,0.83380047,0.023010133,0.071613933,0.2679068
iECABU_c1320,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iBWG_1329,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iE2348C_1286,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iAF1260,303.175_PID,Escherichia,P.Putida,1.051197215,0.02311666,0.061609818,0.394420399
iEC042_1314,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iYS1720,303.175_PID,Salmonella,P.Putida,1.026113748,0.023081947,0.069261263,0.341961755
iECOK1_1307,303.175_PID,Escherichia,P.Putida,0.83380047,0.023010133,0.071613933,0.2679068
STM_v1_0,303.175_PID,Salmonella,P.Putida,1.053602835,0.023099864,0.066282613,0.36718652
iETEC_1333,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iEC55989_1330,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iEC1368_DH5a,303.175_PID,Escherichia,P.Putida,0.916442037,0.023050086,0.069335693,0.304663687
iECB_1328,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iECD_1391,303.175_PID,Escherichia,P.Putida,0.04372566,0.016642421,0.075055718,0.009695475
iG2583_1286,303.175_PID,Escherichia,P.Putida,0.745573021,0.022946427,0.076199178,0.22451997
iY75_1357,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iECNA114_1301,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iECBD_1354,303.175_PID,Escherichia,P.Putida,0.054861296,0.01664242,0.094170196,0.009695474
iAF1260b,303.175_PID,Escherichia,P.Putida,1.051197215,0.02311666,0.061609818,0.394420399
iEcE24377_1341,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iECSE_1348,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iECSP_1301,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iECH74115_1262,303.175_PID,Escherichia,P.Putida,0.745573021,0.022946427,0.076199178,0.22451997
iECSF_1327,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iECDH1ME8569_1439,303.175_PID,Escherichia,P.Putida,0.916577,0.023050175,0.069325078,0.304756382
iEC1344_C,303.175_PID,Escherichia,P.Putida,0.916442037,0.023050086,0.069335693,0.304663687
iUMNK88_1353,303.175_PID,Escherichia,P.Putida,0.916577,0.023050175,0.069325078,0.304756382
iNRG857_1313,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iEKO11_1354,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iECP_1309,303.175_PID,Escherichia,P.Putida,0.83380047,0.023010133,0.071613933,0.2679068
iECs_1301,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iEC1349_Crooks,303.175_PID,Escherichia,P.Putida,0.865030288,0.023023659,0.071299963,0.279329209
iYL1228,303.175_PID,Klebsiella,P.Putida,0.955353032,0.023049882,0.072329447,0.304451029
iML1515,303.175_PID,Escherichia,P.Putida,1.091421747,0.023137504,0.058141845,0.434330468
iUTI89_1310,303.175_PID,Escherichia,P.Putida,0.916577,0.023050175,0.069325078,0.304756382
iECO103_1326,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iECO26_1355,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iUMN146_1321,303.175_PID,Escherichia,P.Putida,0.83380047,0.023010133,0.071613933,0.2679068
iSDY_1059,303.175_PID,Shigella,P.Putida,0.980704556,0.023085738,0.065244086,0.347009047
iECW_1372,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iEcDH1_1363,303.175_PID,Escherichia,P.Putida,0.812197302,0.022998624,0.072152138,0.258889354
iECS88_1305,303.175_PID,Escherichia,P.Putida,0.83380047,0.023010133,0.071613933,0.2679068
iEC1356_Bl21DE3,303.175_PID,Escherichia,P.Putida,0.027254673,0.009728753,0.095035542,0.002790051
iEcSMS35_1347,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEcolC_1368,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iZ_1308,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECED1_1282,303.425_PID,Escherichia,P.Putida,0.812185753,0.026940806,0.072151374,0.303264346
iEC1364_W,303.425_PID,Escherichia,P.Putida,0.867360758,0.026968136,0.071153561,0.328741144
iJO1366,303.425_PID,Escherichia,P.Putida,0.916424424,0.026993759,0.069334841,0.356786565
iLF82_1304,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
e_coli_core,303.425_PID,Escherichia,P.Putida,0.684217179,0.026869814,0.072871592,0.252290199
iJR904,303.425_PID,Escherichia,P.Putida,0.927990759,0.027007337,0.067074007,0.373655318
iWFL_1372,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEcHS_1320,303.425_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iECIAI39_1322,303.425_PID,Escherichia,P.Putida,0.833924636,0.026952639,0.071626906,0.313799251
iECO111_1330,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iB21_1397,303.425_PID,Escherichia,P.Putida,0.04372566,0.020400415,0.075055718,0.011884792
iEC1372_W3110,303.425_PID,Escherichia,P.Putida,0.916442037,0.026993761,0.069335693,0.356789067
iECIAI1_1343,303.425_PID,Escherichia,P.Putida,0.91819003,0.026994838,0.069221865,0.358071699
iAPECO1_1312,303.425_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iECABU_c1320,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iBWG_1329,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iE2348C_1286,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iAF1260,303.425_PID,Escherichia,P.Putida,1.051197215,0.027062264,0.061609818,0.461740966
iEC042_1314,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iYS1720,303.425_PID,Salmonella,P.Putida,1.026113748,0.027026545,0.069261263,0.400401439
iECOK1_1307,303.425_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
STM_v1_0,303.425_PID,Salmonella,P.Putida,1.053602835,0.027044981,0.066282613,0.429896582
iETEC_1333,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEC55989_1330,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEC1368_DH5a,303.425_PID,Escherichia,P.Putida,0.916442037,0.026993761,0.069335693,0.356789067
iECB_1328,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECD_1391,303.425_PID,Escherichia,P.Putida,0.04372566,0.020400415,0.075055718,0.011884792
iG2583_1286,303.425_PID,Escherichia,P.Putida,0.745573021,0.026887098,0.076199178,0.263077578
iY75_1357,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECNA114_1301,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECBD_1354,303.425_PID,Escherichia,P.Putida,0.054861296,0.020400414,0.094170196,0.011884792
iAF1260b,303.425_PID,Escherichia,P.Putida,1.051197215,0.027062264,0.061609818,0.461740966
iEcE24377_1341,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECSE_1348,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECSP_1301,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECH74115_1262,303.425_PID,Escherichia,P.Putida,0.745573021,0.026887098,0.076199178,0.263077578
iECSF_1327,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECDH1ME8569_1439,303.425_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iEC1344_C,303.425_PID,Escherichia,P.Putida,0.916442037,0.026993761,0.069335693,0.356789067
iUMNK88_1353,303.425_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iNRG857_1313,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEKO11_1354,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECP_1309,303.425_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iECs_1301,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEC1349_Crooks,303.425_PID,Escherichia,P.Putida,0.865030288,0.026966568,0.071299963,0.32716564
iYL1228,303.425_PID,Klebsiella,P.Putida,0.955353032,0.026993551,0.072329447,0.356540409
iML1515,303.425_PID,Escherichia,P.Putida,1.091421747,0.027083712,0.058141845,0.508407532
iUTI89_1310,303.425_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iECO103_1326,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECO26_1355,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iUMN146_1321,303.425_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iSDY_1059,303.425_PID,Shigella,P.Putida,0.980704556,0.027030446,0.065244086,0.406303203
iECW_1372,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEcDH1_1363,303.425_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECS88_1305,303.425_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iEC1356_Bl21DE3,303.425_PID,Escherichia,P.Putida,0.027254673,0.013286404,0.095035542,0.003810328
iEcSMS35_1347,303.212_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEcolC_1368,303.212_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iZ_1308,303.212_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECED1_1282,303.212_PID,Escherichia,P.Putida,0.812185753,0.024034137,0.072151374,0.270544862
iEC1364_W,303.212_PID,Escherichia,P.Putida,0.867360758,0.024061893,0.071153561,0.293314083
iJO1366,303.212_PID,Escherichia,P.Putida,0.916424424,0.024087915,0.069334841,0.318378944
iLF82_1304,303.212_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
e_coli_core,303.212_PID,Escherichia,P.Putida,0.684217179,0.023962037,0.072871592,0.224988053
iJR904,303.212_PID,Escherichia,P.Putida,0.927990759,0.024101705,0.067074007,0.33345495
iWFL_1372,303.212_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEcHS_1320,303.212_PID,Escherichia,P.Putida,0.916577,0.02408801,0.069325078,0.318478049
iECIAI39_1322,303.212_PID,Escherichia,P.Putida,0.833924636,0.024046154,0.071626906,0.279960157
iECO111_1330,303.212_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iB21_1397,303.212_PID,Escherichia,P.Putida,0.04372566,0.017391746,0.075055718,0.010132014
iEC1372_W3110,303.212_PID,Escherichia,P.Putida,0.916442037,0.024087917,0.069335693,0.31838118
