E,P,E_Genus,P_Species,D_ace_glu,w_ac_R,w_glc_F,R_F
iETEC_1333,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEC55989_1330,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEC1368_DH5a,303.534_PID,Escherichia,P.Putida,0.916442037,0.026993761,0.069335693,0.356789067
iECB_1328,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECD_1391,303.534_PID,Escherichia,P.Putida,0.04372566,0.020400415,0.075055718,0.011884792
iG2583_1286,303.534_PID,Escherichia,P.Putida,0.745573021,0.026887098,0.076199178,0.263077578
iY75_1357,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECNA114_1301,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECBD_1354,303.534_PID,Escherichia,P.Putida,0.054861296,0.020400414,0.094170196,0.011884792
iAF1260b,303.534_PID,Escherichia,P.Putida,1.051197215,0.027062264,0.061609818,0.461740966
iEcE24377_1341,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECSE_1348,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECSP_1301,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECH74115_1262,303.534_PID,Escherichia,P.Putida,0.745573021,0.026887098,0.076199178,0.263077578
iECSF_1327,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECDH1ME8569_1439,303.534_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iEC1344_C,303.534_PID,Escherichia,P.Putida,0.916442037,0.026993761,0.069335693,0.356789067
iUMNK88_1353,303.534_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iNRG857_1313,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEKO11_1354,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECP_1309,303.534_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iECs_1301,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEC1349_Crooks,303.534_PID,Escherichia,P.Putida,0.865030288,0.026966568,0.071299963,0.32716564
iYL1228,303.534_PID,Klebsiella,P.Putida,0.955353032,0.026993551,0.072329447,0.356540409
iML1515,303.534_PID,Escherichia,P.Putida,1.091421747,0.027083712,0.058141845,0.508407532
iUTI89_1310,303.534_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iECO103_1326,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECO26_1355,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iUMN146_1321,303.534_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iSDY_1059,303.534_PID,Shigella,P.Putida,0.980704556,0.027030446,0.065244086,0.406303203
iECW_1372,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEcDH1_1363,303.534_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECS88_1305,303.534_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iEC1356_Bl21DE3,303.534_PID,Escherichia,P.Putida,0.027254673,0.013286404,0.095035542,0.003810328
iEcSMS35_1347,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEcolC_1368,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iZ_1308,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECED1_1282,1211579.3_PID,Escherichia,P.Putida,0.812185753,0.026940806,0.072151374,0.303264346
iEC1364_W,1211579.3_PID,Escherichia,P.Putida,0.867360758,0.026968136,0.071153561,0.328741144
iJO1366,1211579.3_PID,Escherichia,P.Putida,0.916424424,0.026993759,0.069334841,0.356786565
iLF82_1304,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
e_coli_core,1211579.3_PID,Escherichia,P.Putida,0.684217179,0.026869814,0.072871592,0.252290199
iJR904,1211579.3_PID,Escherichia,P.Putida,0.927990759,0.027007337,0.067074007,0.373655318
iWFL_1372,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEcHS_1320,1211579.3_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iECIAI39_1322,1211579.3_PID,Escherichia,P.Putida,0.833924636,0.026952639,0.071626906,0.313799251
iECO111_1330,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iB21_1397,1211579.3_PID,Escherichia,P.Putida,0.04372566,0.020400415,0.075055718,0.011884792
iEC1372_W3110,1211579.3_PID,Escherichia,P.Putida,0.916442037,0.026993761,0.069335693,0.356789067
iECIAI1_1343,1211579.3_PID,Escherichia,P.Putida,0.91819003,0.026994838,0.069221865,0.358071699
iAPECO1_1312,1211579.3_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iECABU_c1320,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iBWG_1329,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iE2348C_1286,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iAF1260,1211579.3_PID,Escherichia,P.Putida,1.051197215,0.027062264,0.061609818,0.461740966
iEC042_1314,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iYS1720,1211579.3_PID,Salmonella,P.Putida,1.026113748,0.027026545,0.069261263,0.400401439
iECOK1_1307,1211579.3_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
STM_v1_0,1211579.3_PID,Salmonella,P.Putida,1.053602835,0.027044981,0.066282613,0.429896582
iETEC_1333,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEC55989_1330,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEC1368_DH5a,1211579.3_PID,Escherichia,P.Putida,0.916442037,0.026993761,0.069335693,0.356789067
iECB_1328,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECD_1391,1211579.3_PID,Escherichia,P.Putida,0.04372566,0.020400415,0.075055718,0.011884792
iG2583_1286,1211579.3_PID,Escherichia,P.Putida,0.745573021,0.026887098,0.076199178,0.263077578
iY75_1357,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECNA114_1301,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECBD_1354,1211579.3_PID,Escherichia,P.Putida,0.054861296,0.020400414,0.094170196,0.011884792
iAF1260b,1211579.3_PID,Escherichia,P.Putida,1.051197215,0.027062264,0.061609818,0.461740966
iEcE24377_1341,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECSE_1348,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECSP_1301,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECH74115_1262,1211579.3_PID,Escherichia,P.Putida,0.745573021,0.026887098,0.076199178,0.263077578
iECSF_1327,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECDH1ME8569_1439,1211579.3_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iEC1344_C,1211579.3_PID,Escherichia,P.Putida,0.916442037,0.026993761,0.069335693,0.356789067
iUMNK88_1353,1211579.3_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iNRG857_1313,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEKO11_1354,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECP_1309,1211579.3_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iECs_1301,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEC1349_Crooks,1211579.3_PID,Escherichia,P.Putida,0.865030288,0.026966568,0.071299963,0.32716564
iYL1228,1211579.3_PID,Klebsiella,P.Putida,0.955353032,0.026993551,0.072329447,0.356540409
iML1515,1211579.3_PID,Escherichia,P.Putida,1.091421747,0.027083712,0.058141845,0.508407532
iUTI89_1310,1211579.3_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iECO103_1326,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECO26_1355,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iUMN146_1321,1211579.3_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iSDY_1059,1211579.3_PID,Shigella,P.Putida,0.980704556,0.027030446,0.065244086,0.406303203
iECW_1372,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEcDH1_1363,1211579.3_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECS88_1305,1211579.3_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iEC1356_Bl21DE3,1211579.3_PID,Escherichia,P.Putida,0.027254673,0.013286404,0.095035542,0.003810328
iEcSMS35_1347,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEcolC_1368,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iZ_1308,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECED1_1282,303.215_PID,Escherichia,P.Putida,0.812185753,0.024034137,0.072151374,0.270544862
iEC1364_W,303.215_PID,Escherichia,P.Putida,0.867360758,0.024061893,0.071153561,0.293314083
iJO1366,303.215_PID,Escherichia,P.Putida,0.916424424,0.024087915,0.069334841,0.318378944
iLF82_1304,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
e_coli_core,303.215_PID,Escherichia,P.Putida,0.684217179,0.023962037,0.072871592,0.224988053
iJR904,303.215_PID,Escherichia,P.Putida,0.927990759,0.024101705,0.067074007,0.33345495
iWFL_1372,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEcHS_1320,303.215_PID,Escherichia,P.Putida,0.916577,0.02408801,0.069325078,0.318478049
iECIAI39_1322,303.215_PID,Escherichia,P.Putida,0.833924636,0.024046154,0.071626906,0.279960157
iECO111_1330,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iB21_1397,303.215_PID,Escherichia,P.Putida,0.04372566,0.017391746,0.075055718,0.010132014
iEC1372_W3110,303.215_PID,Escherichia,P.Putida,0.916442037,0.024087917,0.069335693,0.31838118
iECIAI1_1343,303.215_PID,Escherichia,P.Putida,0.91819003,0.024089011,0.069221865,0.319527499
iAPECO1_1312,303.215_PID,Escherichia,P.Putida,0.83380047,0.024046165,0.071613933,0.279969313
iECABU_c1320,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iBWG_1329,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iE2348C_1286,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iAF1260,303.215_PID,Escherichia,P.Putida,1.051197215,0.024157489,0.061609818,0.412179192
iEC042_1314,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iYS1720,303.215_PID,Salmonella,P.Putida,1.026113748,0.024121212,0.069261263,0.357358595
iECOK1_1307,303.215_PID,Escherichia,P.Putida,0.83380047,0.024046165,0.071613933,0.279969313
STM_v1_0,303.215_PID,Salmonella,P.Putida,1.053602835,0.024139936,0.066282613,0.383719107
iETEC_1333,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEC55989_1330,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEC1368_DH5a,303.215_PID,Escherichia,P.Putida,0.916442037,0.024087917,0.069335693,0.31838118
iECB_1328,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECD_1391,303.215_PID,Escherichia,P.Putida,0.04372566,0.017391746,0.075055718,0.010132014
iG2583_1286,303.215_PID,Escherichia,P.Putida,0.745573021,0.023979591,0.076199178,0.23462899
iY75_1357,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECNA114_1301,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECBD_1354,303.215_PID,Escherichia,P.Putida,0.054861296,0.017391745,0.094170196,0.010132013
iAF1260b,303.215_PID,Escherichia,P.Putida,1.051197215,0.024157489,0.061609818,0.412179192
iEcE24377_1341,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECSE_1348,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECSP_1301,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECH74115_1262,303.215_PID,Escherichia,P.Putida,0.745573021,0.023979591,0.076199178,0.23462899
iECSF_1327,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECDH1ME8569_1439,303.215_PID,Escherichia,P.Putida,0.916577,0.02408801,0.069325078,0.318478049
iEC1344_C,303.215_PID,Escherichia,P.Putida,0.916442037,0.024087917,0.069335693,0.31838118
iUMNK88_1353,303.215_PID,Escherichia,P.Putida,0.916577,0.02408801,0.069325078,0.318478049
iNRG857_1313,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEKO11_1354,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECP_1309,303.215_PID,Escherichia,P.Putida,0.83380047,0.024046165,0.071613933,0.279969313
iECs_1301,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEC1349_Crooks,303.215_PID,Escherichia,P.Putida,0.865030288,0.0240603,0.071299963,0.291906017
iYL1228,303.215_PID,Klebsiella,P.Putida,0.955353032,0.024087704,0.072329447,0.318158948
iML1515,303.215_PID,Escherichia,P.Putida,1.091421747,0.024179271,0.058141845,0.453886213
iUTI89_1310,303.215_PID,Escherichia,P.Putida,0.916577,0.02408801,0.069325078,0.318478049
iECO103_1326,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECO26_1355,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iUMN146_1321,303.215_PID,Escherichia,P.Putida,0.83380047,0.024046165,0.071613933,0.279969313
iSDY_1059,303.215_PID,Shigella,P.Putida,0.980704556,0.024125174,0.065244086,0.362633142
iECW_1372,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iEcDH1_1363,303.215_PID,Escherichia,P.Putida,0.812197302,0.024034138,0.072152138,0.270545857
iECS88_1305,303.215_PID,Escherichia,P.Putida,0.83380047,0.024046165,0.071613933,0.279969313
iEC1356_Bl21DE3,303.215_PID,Escherichia,P.Putida,0.027254673,0.01016679,0.095035542,0.002915673
iEcSMS35_1347,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEcolC_1368,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iZ_1308,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECED1_1282,303.486_PID,Escherichia,P.Putida,0.812185753,0.026940806,0.072151374,0.303264346
iEC1364_W,303.486_PID,Escherichia,P.Putida,0.867360758,0.026968136,0.071153561,0.328741144
iJO1366,303.486_PID,Escherichia,P.Putida,0.916424424,0.026993759,0.069334841,0.356786565
iLF82_1304,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
e_coli_core,303.486_PID,Escherichia,P.Putida,0.684217179,0.026869814,0.072871592,0.252290199
iJR904,303.486_PID,Escherichia,P.Putida,0.927990759,0.027007337,0.067074007,0.373655318
iWFL_1372,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEcHS_1320,303.486_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iECIAI39_1322,303.486_PID,Escherichia,P.Putida,0.833924636,0.026952639,0.071626906,0.313799251
iECO111_1330,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iB21_1397,303.486_PID,Escherichia,P.Putida,0.04372566,0.020400415,0.075055718,0.011884792
iEC1372_W3110,303.486_PID,Escherichia,P.Putida,0.916442037,0.026993761,0.069335693,0.356789067
iECIAI1_1343,303.486_PID,Escherichia,P.Putida,0.91819003,0.026994838,0.069221865,0.358071699
iAPECO1_1312,303.486_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iECABU_c1320,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iBWG_1329,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iE2348C_1286,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iAF1260,303.486_PID,Escherichia,P.Putida,1.051197215,0.027062264,0.061609818,0.461740966
iEC042_1314,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iYS1720,303.486_PID,Salmonella,P.Putida,1.026113748,0.027026545,0.069261263,0.400401439
iECOK1_1307,303.486_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
STM_v1_0,303.486_PID,Salmonella,P.Putida,1.053602835,0.027044981,0.066282613,0.429896582
iETEC_1333,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEC55989_1330,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEC1368_DH5a,303.486_PID,Escherichia,P.Putida,0.916442037,0.026993761,0.069335693,0.356789067
iECB_1328,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECD_1391,303.486_PID,Escherichia,P.Putida,0.04372566,0.020400415,0.075055718,0.011884792
iG2583_1286,303.486_PID,Escherichia,P.Putida,0.745573021,0.026887098,0.076199178,0.263077578
iY75_1357,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECNA114_1301,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECBD_1354,303.486_PID,Escherichia,P.Putida,0.054861296,0.020400414,0.094170196,0.011884792
iAF1260b,303.486_PID,Escherichia,P.Putida,1.051197215,0.027062264,0.061609818,0.461740966
iEcE24377_1341,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECSE_1348,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECSP_1301,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECH74115_1262,303.486_PID,Escherichia,P.Putida,0.745573021,0.026887098,0.076199178,0.263077578
iECSF_1327,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECDH1ME8569_1439,303.486_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iEC1344_C,303.486_PID,Escherichia,P.Putida,0.916442037,0.026993761,0.069335693,0.356789067
iUMNK88_1353,303.486_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iNRG857_1313,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEKO11_1354,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECP_1309,303.486_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iECs_1301,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEC1349_Crooks,303.486_PID,Escherichia,P.Putida,0.865030288,0.026966568,0.071299963,0.32716564
iYL1228,303.486_PID,Klebsiella,P.Putida,0.955353032,0.026993551,0.072329447,0.356540409
iML1515,303.486_PID,Escherichia,P.Putida,1.091421747,0.027083712,0.058141845,0.508407532
iUTI89_1310,303.486_PID,Escherichia,P.Putida,0.916577,0.026993852,0.069325078,0.356897455
iECO103_1326,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECO26_1355,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iUMN146_1321,303.486_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iSDY_1059,303.486_PID,Shigella,P.Putida,0.980704556,0.027030446,0.065244086,0.406303203
iECW_1372,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iEcDH1_1363,303.486_PID,Escherichia,P.Putida,0.812197302,0.026940808,0.072152138,0.303265459
iECS88_1305,303.486_PID,Escherichia,P.Putida,0.83380047,0.02695265,0.071613933,0.313809496
iEC1356_Bl21DE3,303.486_PID,Escherichia,P.Putida,0.027254673,0.013286404,0.095035542,0.003810328
iEcSMS35_1347,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEcolC_1368,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iZ_1308,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECED1_1282,1410521.3_PID,Escherichia,P.Putida,0.812185753,0.026850919,0.072151374,0.302252506
iEC1364_W,1410521.3_PID,Escherichia,P.Putida,0.867360758,0.026878157,0.071153561,0.327644302
iJO1366,1410521.3_PID,Escherichia,P.Putida,0.916424424,0.026903694,0.069334841,0.355596149
iLF82_1304,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
e_coli_core,1410521.3_PID,Escherichia,P.Putida,0.684217179,0.026780163,0.072871592,0.251448434
iJR904,1410521.3_PID,Escherichia,P.Putida,0.927990759,0.026917227,0.067074007,0.37240862
iWFL_1372,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEcHS_1320,1410521.3_PID,Escherichia,P.Putida,0.916577,0.026903787,0.069325078,0.355706669
iECIAI39_1322,1410521.3_PID,Escherichia,P.Putida,0.833924636,0.026862712,0.071626906,0.312752262
iECO111_1330,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iB21_1397,1410521.3_PID,Escherichia,P.Putida,0.04372566,0.020332349,0.075055718,0.011845139
iEC1372_W3110,1410521.3_PID,Escherichia,P.Putida,0.916442037,0.026903696,0.069335693,0.355598642
iECIAI1_1343,1410521.3_PID,Escherichia,P.Putida,0.91819003,0.02690477,0.069221865,0.356876995
iAPECO1_1312,1410521.3_PID,Escherichia,P.Putida,0.83380047,0.026862723,0.071613933,0.312762472
iECABU_c1320,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iBWG_1329,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iE2348C_1286,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iAF1260,1410521.3_PID,Escherichia,P.Putida,1.051197215,0.026971971,0.061609818,0.46020037
iEC042_1314,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iYS1720,1410521.3_PID,Salmonella,P.Putida,1.026113748,0.026936371,0.069261263,0.399065502
iECOK1_1307,1410521.3_PID,Escherichia,P.Putida,0.83380047,0.026862723,0.071613933,0.312762472
STM_v1_0,1410521.3_PID,Salmonella,P.Putida,1.053602835,0.026954746,0.066282613,0.428462234
iETEC_1333,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEC55989_1330,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEC1368_DH5a,1410521.3_PID,Escherichia,P.Putida,0.916442037,0.026903696,0.069335693,0.355598642
iECB_1328,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECD_1391,1410521.3_PID,Escherichia,P.Putida,0.04372566,0.020332349,0.075055718,0.011845139
iG2583_1286,1410521.3_PID,Escherichia,P.Putida,0.745573021,0.02679739,0.076199178,0.262199821
iY75_1357,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECNA114_1301,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECBD_1354,1410521.3_PID,Escherichia,P.Putida,0.054861296,0.020332348,0.094170196,0.011845138
iAF1260b,1410521.3_PID,Escherichia,P.Putida,1.051197215,0.026971971,0.061609818,0.46020037
iEcE24377_1341,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECSE_1348,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECSP_1301,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECH74115_1262,1410521.3_PID,Escherichia,P.Putida,0.745573021,0.02679739,0.076199178,0.262199821
iECSF_1327,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECDH1ME8569_1439,1410521.3_PID,Escherichia,P.Putida,0.916577,0.026903787,0.069325078,0.355706669
iEC1344_C,1410521.3_PID,Escherichia,P.Putida,0.916442037,0.026903696,0.069335693,0.355598642
iUMNK88_1353,1410521.3_PID,Escherichia,P.Putida,0.916577,0.026903787,0.069325078,0.355706669
iNRG857_1313,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEKO11_1354,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECP_1309,1410521.3_PID,Escherichia,P.Putida,0.83380047,0.026862723,0.071613933,0.312762472
iECs_1301,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iEC1349_Crooks,1410521.3_PID,Escherichia,P.Putida,0.865030288,0.026876594,0.071299963,0.326074053
iYL1228,1410521.3_PID,Klebsiella,P.Putida,0.955353032,0.026903487,0.072329447,0.355350814
iML1515,1410521.3_PID,Escherichia,P.Putida,1.091421747,0.026993347,0.058141845,0.506711233
iUTI89_1310,1410521.3_PID,Escherichia,P.Putida,0.916577,0.026903787,0.069325078,0.355706669
iECO103_1326,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iECO26_1355,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
iUMN146_1321,1410521.3_PID,Escherichia,P.Putida,0.83380047,0.026862723,0.071613933,0.312762472
iSDY_1059,1410521.3_PID,Shigella,P.Putida,0.980704556,0.026940259,0.065244086,0.404947575
iECW_1372,1410521.3_PID,Escherichia,P.Putida,0.812197302,0.02685092,0.072152138,0.302253616
