"Transfer","dila_ord","dilp_ord","Species","Rel_abund","repb"
"8","-4","0","K",0.958871915393655,1
"8","-4","0","K",0.974842767295597,2
"8","0","-","K",0.160194174757282,1
"8","0","-","K",0.182628062360802,2
"8","0","-1","K",0.186721991701245,1
"8","0","-1","K",0.459869848156182,2
"8","0","-2","K",0.257839721254355,1
"8","0","-2","K",0.206686930091185,2
"8","0","-3","K",0.209125475285171,1
"8","0","-3","K",0.202597402597403,2
"8","0","-4","K",0.201581027667984,1
"8","0","-4","K",0.168316831683168,2
"8","0","0","K",0.69701726844584,1
"8","0","0","K",0.195710455764075,2
"12","-","-","K",1,1
"12","-","-","K",1,2
"12","-","-1","K",0.98314606741573,1
"12","-","-1","K",0.986842105263158,2
"12","-","-2","K",0.976331360946746,1
"12","-","-2","K",0.954462659380692,2
"12","-","-3","K",0.988691437802908,1
"12","-","-3","K",0.951515151515152,2
"12","-","-4","K",0.969858156028369,1
"12","-","-4","K",0.97372060857538,2
"12","-","0","K",0.983666061705989,1
"12","-","0","K",0.95970695970696,2
"12","-1","-","K",0.389221556886228,1
"12","-1","-","K",0.277777777777778,2
"12","-1","-1","K",0.254901960784314,1
"12","-1","-1","K",0.36551724137931,2
"12","-1","-2","K",0.264864864864865,1
"12","-1","-2","K",0.226190476190476,2
"12","-1","-3","K",0.660655737704918,1
"12","-1","-3","K",0.293333333333333,2
"12","-1","-4","K",0.351063829787234,1
"12","-1","-4","K",0.231023102310231,2
"12","-1","0","K",0.16734693877551,1
"12","-1","0","K",0.900481540930979,2
"12","-2","-","K",0.309090909090909,1
"12","-2","-","K",0.193384223918575,2
"12","-2","-1","K",0.213740458015267,1
"12","-2","-1","K",0.355371900826446,2
"12","-2","-2","K",0.186602870813397,1
"12","-2","-2","K",0.197986577181208,2
"12","-2","-3","K",0.195945945945946,1
"12","-2","-3","K",0.192771084337349,2
"12","-2","-4","K",0.271186440677966,1
"12","-2","-4","K",0.310606060606061,2
"12","-2","0","K",0.890173410404624,1
"12","-2","0","K",0.916974169741697,2
"12","-3","-","K",0.236486486486486,1
"12","-3","-","K",0.707482993197279,2
"12","-3","-1","K",0.966804979253112,1
"12","-3","-1","K",0.937931034482759,2
"12","-3","-2","K",0.201793721973094,1
"12","-3","-2","K",0.291666666666667,2
"12","-3","-3","K",0.308176100628931,1
"12","-3","-3","K",0.713062098501071,2
"12","-3","-4","K",0.144578313253012,1
"12","-3","-4","K",0.276150627615063,2
"12","-3","0","K",0.90253045923149,1
"12","-3","0","K",0.908921933085502,2
"12","-4","-","K",0.225352112676056,1
"12","-4","-","K",0.239316239316239,2
"12","-4","-1","K",0.973518284993695,1
"12","-4","-1","K",0.953358208955224,2
"12","-4","-2","K",0.937586685159501,1
"12","-4","-2","K",0.178343949044586,2
"12","-4","-3","K",0.303225806451613,1
"12","-4","-3","K",0.672922252010724,2
"12","-4","-4","K",0.103202846975089,1
"12","-4","-4","K",0.196629213483146,2
"12","-4","0","K",0.930535455861071,1
"12","-4","0","K",0.959334565619224,2
"12","0","-","K",0.327102803738318,1
"12","0","-","K",0.263492063492063,2
"12","0","-1","K",0.282527881040892,1
"12","0","-1","K",0.149532710280374,2
"12","0","-2","K",0.14957264957265,1
"12","0","-2","K",0.193333333333333,2
"12","0","-3","K",0.291891891891892,1
"12","0","-3","K",0.130081300813008,2
"12","0","-4","K",0.638356164383562,1
"12","0","-4","K",0.638248847926267,2
"12","0","0","K",0.644836272040302,1
"12","0","0","K",0.226086956521739,2
"3","-","-","P",0,1
"3","-","-","P",0,2
"3","-","-1","P",0.0517529215358932,1
"3","-","-1","P",0.0626151012891344,2
"3","-","-2","P",0.045662100456621,1
"3","-","-2","P",0.0373983739837398,2
"3","-","-3","P",0.0476190476190476,1
"3","-","-3","P",0.048,2
"3","-","-4","P",0.0392156862745098,1
"3","-","-4","P",0.0759075907590759,2
"3","-","0","P",0.087018544935806,1
"3","-","0","P",0.0574712643678161,2
"3","-1","-","P",0,1
"3","-1","-","P",0,2
"3","-1","-1","P",0,1
"3","-1","-1","P",0,2
"3","-1","-2","P",0,1
"3","-1","-2","P",0,2
"3","-1","-3","P",0,1
"3","-1","-3","P",0,2
"3","-1","-4","P",0,1
"3","-1","-4","P",0,2
"3","-1","0","P",0.0800561797752809,1
"3","-1","0","P",0.115720524017467,2
"3","-2","-","P",0,1
"3","-2","-","P",0,2
"3","-2","-1","P",0.0694444444444444,1
"3","-2","-1","P",0.0721649484536082,2
"3","-2","-2","P",0,1
"3","-2","-2","P",0,2
"3","-2","-3","P",0,1
"3","-2","-3","P",0,2
"3","-2","-4","P",0,1
"3","-2","-4","P",0,2
"3","-2","0","P",0.0851063829787234,1
"3","-2","0","P",0.079646017699115,2
"3","-3","-","P",0,1
"3","-3","-","P",0,2
"3","-3","-1","P",0.0836909871244635,1
"3","-3","-1","P",0.0503432494279176,2
"3","-3","-2","P",0.0838852097130243,1
"3","-3","-2","P",0.069811320754717,2
"3","-3","-3","P",0.0433925049309665,1
"3","-3","-3","P",0.0221238938053097,2
"3","-3","-4","P",0.0258964143426295,1
"3","-3","-4","P",0.0288461538461538,2
"3","-3","0","P",0.0990371389270977,1
"3","-3","0","P",0.087890625,2
"3","-4","-","P",0,1
"3","-4","-","P",0,2
"3","-4","-1","P",0.0869565217391304,1
"3","-4","-1","P",0.0503432494279176,2
"3","-4","-2","P",0.0729335494327391,1
"3","-4","-2","P",0.0915032679738562,2
"3","-4","-3","P",0.054249547920434,1
"3","-4","-3","P",0.0598130841121495,2
"3","-4","-4","P",0.0307692307692308,1
"3","-4","-4","P",0.0217391304347826,2
"3","-4","0","P",0.0967320261437909,1
"3","-4","0","P",0.0728476821192053,2
"3","0","-","P",0,1
"3","0","-","P",0,2
"3","0","-1","P",0,1
"3","0","-1","P",0,2
"3","0","-2","P",0,1
"3","0","-2","P",0,2
"3","0","-3","P",0,1
"3","0","-3","P",0,2
"3","0","-4","P",0,1
"3","0","-4","P",0,2
"3","0","0","P",0,1
"3","0","0","P",0,2
"8","-","-","P",0,1
"8","-","-","P",0,2
"8","-","-1","P",0.019115890083632,1
"8","-","-1","P",0.0100334448160535,2
"8","-","-2","P",0.0289672544080605,1
"8","-","-2","P",0.0164233576642336,2
"8","-","-3","P",0.0161290322580645,1
"8","-","-3","P",0.0205607476635514,2
"8","-","-4","P",0.0263888888888889,1
"8","-","-4","P",0.0297872340425532,2
"8","-","0","P",0.0241080038572806,1
"8","-","0","P",0.0216962524654832,2
"8","-1","-","P",0,1
"8","-1","-","P",0,2
"8","-1","-1","P",0,1
"8","-1","-1","P",0,2
"8","-1","-2","P",0,1
"8","-1","-2","P",0,2
"8","-1","-3","P",0,1
"8","-1","-3","P",0,2
"8","-1","-4","P",0,1
"8","-1","-4","P",0,2
"8","-1","0","P",0.0477200424178155,1
"8","-1","0","P",0.0546558704453441,2
"8","-2","-","P",0,1
"8","-2","-","P",0,2
"8","-2","-1","P",0,1
"8","-2","-1","P",0,2
"8","-2","-2","P",0,1
"8","-2","-2","P",0,2
"8","-2","-3","P",0,1
"8","-2","-3","P",0,2
"8","-2","-4","P",0,1
"8","-2","-4","P",0,2
"8","-2","0","P",0.115740740740741,1
"8","-2","0","P",0.0755555555555556,2
"8","-3","-","P",0,1
"8","-3","-","P",0,2
"8","-3","-1","P",0.0307203389830508,1
"8","-3","-1","P",0.0286225402504472,2
"8","-3","-2","P",0,1
"8","-3","-2","P",0,2
"8","-3","-3","P",0,1
"8","-3","-3","P",0,2
"8","-3","-4","P",0,1
"8","-3","-4","P",0,2
"8","-3","0","P",0.0390625,1
"8","-3","0","P",0.0453686200378072,2
"8","-4","-","P",0,1
"8","-4","-","P",0,2
"8","-4","-1","P",0.0246913580246914,1
"8","-4","-1","P",0.0280373831775701,2
"8","-4","-2","P",0.0285204991087344,1
"8","-4","-2","P",0.0370967741935484,2
"8","-4","-3","P",0,1
"8","-4","-3","P",0.0115473441108545,2
"8","-4","-4","P",0,1
"8","-4","-4","P",0,2
"8","-4","0","P",0.0411280846063455,1
"8","-4","0","P",0.0251572327044025,2
"8","0","-","P",0,1
"8","0","-","P",0,2
"8","0","-1","P",0,1
"8","0","-1","P",0,2
"8","0","-2","P",0,1
"8","0","-2","P",0,2
"8","0","-3","P",0,1
"8","0","-3","P",0,2
"8","0","-4","P",0,1
"8","0","-4","P",0,2
"8","0","0","P",0,1
"8","0","0","P",0,2
"12","-","-","P",0,1
"12","-","-","P",0,2
"12","-","-1","P",0.0168539325842697,1
"12","-","-1","P",0.0131578947368421,2
"12","-","-2","P",0.0236686390532544,1
"12","-","-2","P",0.0455373406193078,2
"12","-","-3","P",0.0113085621970921,1
"12","-","-3","P",0.0484848484848485,2
"12","-","-4","P",0.0301418439716312,1
"12","-","-4","P",0.0262793914246196,2
"12","-","0","P",0.0163339382940109,1
"12","-","0","P",0.0402930402930403,2
"12","-1","-","P",0,1
"12","-1","-","P",0,2
"12","-1","-1","P",0,1
"12","-1","-1","P",0,2
"12","-1","-2","P",0,1
"12","-1","-2","P",0,2
"12","-1","-3","P",0,1
"12","-1","-3","P",0,2
"12","-1","-4","P",0,1
"12","-1","-4","P",0,2
"12","-1","0","P",0,1
"12","-1","0","P",0.0995184590690209,2
"12","-2","-","P",0,1
"12","-2","-","P",0,2
"12","-2","-1","P",0,1
"12","-2","-1","P",0,2
"12","-2","-2","P",0,1
"12","-2","-2","P",0,2
"12","-2","-3","P",0,1
"12","-2","-3","P",0,2
"12","-2","-4","P",0,1
"12","-2","-4","P",0,2
"12","-2","0","P",0.0404624277456647,1
"12","-2","0","P",0.0830258302583026,2
"12","-3","-","P",0,1
"12","-3","-","P",0,2
"12","-3","-1","P",0.033195020746888,1
"12","-3","-1","P",0.0620689655172414,2
"12","-3","-2","P",0,1
"12","-3","-2","P",0,2
"12","-3","-3","P",0,1
"12","-3","-3","P",0,2
"12","-3","-4","P",0,1
"12","-3","-4","P",0,2
"12","-3","0","P",0.0965323336457357,1
"12","-3","0","P",0.0910780669144981,2
"12","-4","-","P",0,1
"12","-4","-","P",0,2
"12","-4","-1","P",0.0264817150063052,1
"12","-4","-1","P",0.0466417910447761,2
"12","-4","-2","P",0.0624133148404993,1
"12","-4","-2","P",0,2
"12","-4","-3","P",0,1
"12","-4","-3","P",0,2
"12","-4","-4","P",0,1
"12","-4","-4","P",0,2
"12","-4","0","P",0.0694645441389291,1
"12","-4","0","P",0.0406654343807763,2
"12","0","-","P",0,1
"12","0","-","P",0,2
"12","0","-1","P",0,1
"12","0","-1","P",0,2
"12","0","-2","P",0,1
"12","0","-2","P",0,2
"12","0","-3","P",0,1
"12","0","-3","P",0,2
"12","0","-4","P",0,1
"12","0","-4","P",0,2
"12","0","0","P",0,1
"12","0","0","P",0,2
"3","-","-","A",0,1
"3","-","-","A",0,2
"3","-","-1","A",0,1
"3","-","-1","A",0,2
"3","-","-2","A",0,1
"3","-","-2","A",0,2
"3","-","-3","A",0,1
"3","-","-3","A",0,2
"3","-","-4","A",0,1
"3","-","-4","A",0,2
"3","-","0","A",0,1
"3","-","0","A",0,2
"3","-1","-","A",0.771117166212534,1
"3","-1","-","A",0.608910891089109,2
"3","-1","-1","A",0.768361581920904,1
"3","-1","-1","A",0.580729166666667,2
"3","-1","-2","A",0.834375,1
"3","-1","-2","A",0.794258373205742,2
"3","-1","-3","A",0.807017543859649,1
"3","-1","-3","A",0.797546012269939,2
"3","-1","-4","A",0.844660194174757,1
"3","-1","-4","A",0.79498861047836,2
"3","-1","0","A",0.00280898876404494,1
"3","-1","0","A",0,2
"3","-2","-","A",0.42089552238806,1
"3","-2","-","A",0.380530973451327,2
"3","-2","-1","A",0.148148148148148,1
"3","-2","-1","A",0.00206185567010309,2
"3","-2","-2","A",0.476070528967254,1
"3","-2","-2","A",0.474264705882353,2
"3","-2","-3","A",0.452991452991453,1
"3","-2","-3","A",0.781578947368421,2
"3","-2","-4","A",0.77521613832853,1
"3","-2","-4","A",0.753554502369668,2
"3","-2","0","A",0,1
"3","-2","0","A",0,2
"3","-3","-","A",0.410596026490066,1
"3","-3","-","A",0.21259842519685,2
"3","-3","-1","A",0,1
"3","-3","-1","A",0,2
"3","-3","-2","A",0.0419426048565121,1
"3","-3","-2","A",0.00188679245283019,2
"3","-3","-3","A",0.236686390532544,1
"3","-3","-3","A",0.183628318584071,2
"3","-3","-4","A",0.318725099601594,1
"3","-3","-4","A",0.330769230769231,2
"3","-3","0","A",0,1
"3","-3","0","A",0,2
"3","-4","-","A",0.372693726937269,1
"3","-4","-","A",0.235294117647059,2
"3","-4","-1","A",0,1
"3","-4","-1","A",0,2
"3","-4","-2","A",0.00648298217179903,1
"3","-4","-2","A",0.00217864923747277,2
"3","-4","-3","A",0.0198915009041591,1
"3","-4","-3","A",0,2
"3","-4","-4","A",0.23956043956044,1
"3","-4","-4","A",0.322134387351779,2
"3","-4","0","A",0,1
"3","-4","0","A",0,2
"3","0","-","A",0.753623188405797,1
"3","0","-","A",0.718146718146718,2
"3","0","-1","A",0.746192893401015,1
"3","0","-1","A",0.700854700854701,2
"3","0","-2","A",0.698564593301435,1
"3","0","-2","A",0.675257731958763,2
"3","0","-3","A",0.61864406779661,1
"3","0","-3","A",0.718614718614719,2
"3","0","-4","A",0.760416666666667,1
"3","0","-4","A",0.685245901639344,2
"3","0","0","A",0.7821482602118,1
"3","0","0","A",0.806324110671937,2
"8","-","-","A",0,1
"8","-","-","A",0,2
"8","-","-1","A",0,1
"8","-","-1","A",0,2
"8","-","-2","A",0,1
"8","-","-2","A",0,2
"8","-","-3","A",0,1
"8","-","-3","A",0,2
"8","-","-4","A",0,1
"8","-","-4","A",0,2
"8","-","0","A",0,1
"8","-","0","A",0,2
"8","-1","-","A",0.519793459552496,1
