"E","P","R_F","Experiment","type","variable"
"iUMN146_1321","303.175_PID",0.2679068,"fba","published","R/F"
"iSDY_1059","303.175_PID",0.347009047,"fba","published","R/F"
"iECW_1372","303.175_PID",0.258889354,"fba","published","R/F"
"iEcDH1_1363","303.175_PID",0.258889354,"fba","published","R/F"
"iECS88_1305","303.175_PID",0.2679068,"fba","published","R/F"
"iEC1356_Bl21DE3","303.175_PID",0.002790051,"fba","published","R/F"
"iEcSMS35_1347","303.425_PID",0.303265459,"fba","published","R/F"
"iEcolC_1368","303.425_PID",0.303265459,"fba","published","R/F"
"iZ_1308","303.425_PID",0.303265459,"fba","published","R/F"
"iECED1_1282","303.425_PID",0.303264346,"fba","published","R/F"
"iEC1364_W","303.425_PID",0.328741144,"fba","published","R/F"
"iJO1366","303.425_PID",0.356786565,"fba","published","R/F"
"iLF82_1304","303.425_PID",0.303265459,"fba","published","R/F"
"e_coli_core","303.425_PID",0.252290199,"fba","published","R/F"
"iJR904","303.425_PID",0.373655318,"fba","published","R/F"
"iWFL_1372","303.425_PID",0.303265459,"fba","published","R/F"
"iEcHS_1320","303.425_PID",0.356897455,"fba","published","R/F"
"iECIAI39_1322","303.425_PID",0.313799251,"fba","published","R/F"
"iECO111_1330","303.425_PID",0.303265459,"fba","published","R/F"
"iB21_1397","303.425_PID",0.011884792,"fba","published","R/F"
"iEC1372_W3110","303.425_PID",0.356789067,"fba","published","R/F"
"iECIAI1_1343","303.425_PID",0.358071699,"fba","published","R/F"
"iAPECO1_1312","303.425_PID",0.313809496,"fba","published","R/F"
"iECABU_c1320","303.425_PID",0.303265459,"fba","published","R/F"
"iBWG_1329","303.425_PID",0.303265459,"fba","published","R/F"
"iE2348C_1286","303.425_PID",0.303265459,"fba","published","R/F"
"iAF1260","303.425_PID",0.461740966,"fba","published","R/F"
"iEC042_1314","303.425_PID",0.303265459,"fba","published","R/F"
"iYS1720","303.425_PID",0.400401439,"fba","published","R/F"
"iECOK1_1307","303.425_PID",0.313809496,"fba","published","R/F"
"STM_v1_0","303.425_PID",0.429896582,"fba","published","R/F"
"iETEC_1333","303.425_PID",0.303265459,"fba","published","R/F"
"iEC55989_1330","303.425_PID",0.303265459,"fba","published","R/F"
"iEC1368_DH5a","303.425_PID",0.356789067,"fba","published","R/F"
"iECB_1328","303.425_PID",0.303265459,"fba","published","R/F"
"iECD_1391","303.425_PID",0.011884792,"fba","published","R/F"
"iG2583_1286","303.425_PID",0.263077578,"fba","published","R/F"
"iY75_1357","303.425_PID",0.303265459,"fba","published","R/F"
"iECNA114_1301","303.425_PID",0.303265459,"fba","published","R/F"
"iECBD_1354","303.425_PID",0.011884792,"fba","published","R/F"
"iAF1260b","303.425_PID",0.461740966,"fba","published","R/F"
"iEcE24377_1341","303.425_PID",0.303265459,"fba","published","R/F"
"iECSE_1348","303.425_PID",0.303265459,"fba","published","R/F"
"iECSP_1301","303.425_PID",0.303265459,"fba","published","R/F"
"iECH74115_1262","303.425_PID",0.263077578,"fba","published","R/F"
"iECSF_1327","303.425_PID",0.303265459,"fba","published","R/F"
"iECDH1ME8569_1439","303.425_PID",0.356897455,"fba","published","R/F"
"iEC1344_C","303.425_PID",0.356789067,"fba","published","R/F"
"iUMNK88_1353","303.425_PID",0.356897455,"fba","published","R/F"
"iNRG857_1313","303.425_PID",0.303265459,"fba","published","R/F"
"iEKO11_1354","303.425_PID",0.303265459,"fba","published","R/F"
"iECP_1309","303.425_PID",0.313809496,"fba","published","R/F"
"iECs_1301","303.425_PID",0.303265459,"fba","published","R/F"
"iEC1349_Crooks","303.425_PID",0.32716564,"fba","published","R/F"
"iYL1228","303.425_PID",0.356540409,"fba","published","R/F"
"iML1515","303.425_PID",0.508407532,"fba","published","R/F"
"iUTI89_1310","303.425_PID",0.356897455,"fba","published","R/F"
"iECO103_1326","303.425_PID",0.303265459,"fba","published","R/F"
"iECO26_1355","303.425_PID",0.303265459,"fba","published","R/F"
"iUMN146_1321","303.425_PID",0.313809496,"fba","published","R/F"
"iSDY_1059","303.425_PID",0.406303203,"fba","published","R/F"
"iECW_1372","303.425_PID",0.303265459,"fba","published","R/F"
"iEcDH1_1363","303.425_PID",0.303265459,"fba","published","R/F"
"iECS88_1305","303.425_PID",0.313809496,"fba","published","R/F"
"iEC1356_Bl21DE3","303.425_PID",0.003810328,"fba","published","R/F"
"iEcSMS35_1347","303.212_PID",0.270545857,"fba","published","R/F"
"iEcolC_1368","303.212_PID",0.270545857,"fba","published","R/F"
"iZ_1308","303.212_PID",0.270545857,"fba","published","R/F"
"iECED1_1282","303.212_PID",0.270544862,"fba","published","R/F"
"iEC1364_W","303.212_PID",0.293314083,"fba","published","R/F"
"iJO1366","303.212_PID",0.318378944,"fba","published","R/F"
"iLF82_1304","303.212_PID",0.270545857,"fba","published","R/F"
"e_coli_core","303.212_PID",0.224988053,"fba","published","R/F"
"iJR904","303.212_PID",0.33345495,"fba","published","R/F"
"iWFL_1372","303.212_PID",0.270545857,"fba","published","R/F"
"iEcHS_1320","303.212_PID",0.318478049,"fba","published","R/F"
"iECIAI39_1322","303.212_PID",0.279960157,"fba","published","R/F"
"iECO111_1330","303.212_PID",0.270545857,"fba","published","R/F"
"iB21_1397","303.212_PID",0.010132014,"fba","published","R/F"
"iEC1372_W3110","303.212_PID",0.31838118,"fba","published","R/F"
"iECIAI1_1343","303.212_PID",0.319527499,"fba","published","R/F"
"iAPECO1_1312","303.212_PID",0.279969313,"fba","published","R/F"
"iECABU_c1320","303.212_PID",0.270545857,"fba","published","R/F"
"iBWG_1329","303.212_PID",0.270545857,"fba","published","R/F"
"iE2348C_1286","303.212_PID",0.270545857,"fba","published","R/F"
"iAF1260","303.212_PID",0.412179192,"fba","published","R/F"
"iEC042_1314","303.212_PID",0.270545857,"fba","published","R/F"
"iYS1720","303.212_PID",0.357358595,"fba","published","R/F"
"iECOK1_1307","303.212_PID",0.279969313,"fba","published","R/F"
"STM_v1_0","303.212_PID",0.383719107,"fba","published","R/F"
"iETEC_1333","303.212_PID",0.270545857,"fba","published","R/F"
"iEC55989_1330","303.212_PID",0.270545857,"fba","published","R/F"
"iEC1368_DH5a","303.212_PID",0.31838118,"fba","published","R/F"
"iECB_1328","303.212_PID",0.270545857,"fba","published","R/F"
"iECD_1391","303.212_PID",0.010132014,"fba","published","R/F"
"iG2583_1286","303.212_PID",0.23462899,"fba","published","R/F"
"iY75_1357","303.212_PID",0.270545857,"fba","published","R/F"
"iECNA114_1301","303.212_PID",0.270545857,"fba","published","R/F"
"iECBD_1354","303.212_PID",0.010132013,"fba","published","R/F"
"iAF1260b","303.212_PID",0.412179192,"fba","published","R/F"
"iEcE24377_1341","303.212_PID",0.270545857,"fba","published","R/F"
"iECSE_1348","303.212_PID",0.270545857,"fba","published","R/F"
"iECSP_1301","303.212_PID",0.270545857,"fba","published","R/F"
"iECH74115_1262","303.212_PID",0.23462899,"fba","published","R/F"
"iECSF_1327","303.212_PID",0.270545857,"fba","published","R/F"
"iECDH1ME8569_1439","303.212_PID",0.318478049,"fba","published","R/F"
"iEC1344_C","303.212_PID",0.31838118,"fba","published","R/F"
"iUMNK88_1353","303.212_PID",0.318478049,"fba","published","R/F"
"iNRG857_1313","303.212_PID",0.270545857,"fba","published","R/F"
"iEKO11_1354","303.212_PID",0.270545857,"fba","published","R/F"
"iECP_1309","303.212_PID",0.279969313,"fba","published","R/F"
"iECs_1301","303.212_PID",0.270545857,"fba","published","R/F"
"iEC1349_Crooks","303.212_PID",0.291906017,"fba","published","R/F"
"iYL1228","303.212_PID",0.318158948,"fba","published","R/F"
"iML1515","303.212_PID",0.453886213,"fba","published","R/F"
"iUTI89_1310","303.212_PID",0.318478049,"fba","published","R/F"
"iECO103_1326","303.212_PID",0.270545857,"fba","published","R/F"
"iECO26_1355","303.212_PID",0.270545857,"fba","published","R/F"
"iUMN146_1321","303.212_PID",0.279969313,"fba","published","R/F"
"iSDY_1059","303.212_PID",0.362633142,"fba","published","R/F"
"iECW_1372","303.212_PID",0.270545857,"fba","published","R/F"
"iEcDH1_1363","303.212_PID",0.270545857,"fba","published","R/F"
"iECS88_1305","303.212_PID",0.279969313,"fba","published","R/F"
"iEC1356_Bl21DE3","303.212_PID",0.002915673,"fba","published","R/F"
"iEcSMS35_1347","303.451_PID",0.303164068,"fba","published","R/F"
"iEcolC_1368","303.451_PID",0.303164068,"fba","published","R/F"
"iZ_1308","303.451_PID",0.303164068,"fba","published","R/F"
"iECED1_1282","303.451_PID",0.303162955,"fba","published","R/F"
"iEC1364_W","303.451_PID",0.328631236,"fba","published","R/F"
"iJO1366","303.451_PID",0.35666728,"fba","published","R/F"
"iLF82_1304","303.451_PID",0.303164068,"fba","published","R/F"
"e_coli_core","303.451_PID",0.252205851,"fba","published","R/F"
"iJR904","303.451_PID",0.373530394,"fba","published","R/F"
"iWFL_1372","303.451_PID",0.303164068,"fba","published","R/F"
"iEcHS_1320","303.451_PID",0.356778134,"fba","published","R/F"
"iECIAI39_1322","303.451_PID",0.313694338,"fba","published","R/F"
"iECO111_1330","303.451_PID",0.303164068,"fba","published","R/F"
"iB21_1397","303.451_PID",0.011880819,"fba","published","R/F"
"iEC1372_W3110","303.451_PID",0.356669782,"fba","published","R/F"
"iECIAI1_1343","303.451_PID",0.357951985,"fba","published","R/F"
"iAPECO1_1312","303.451_PID",0.31370458,"fba","published","R/F"
"iECABU_c1320","303.451_PID",0.303164068,"fba","published","R/F"
"iBWG_1329","303.451_PID",0.303164068,"fba","published","R/F"
"iE2348C_1286","303.451_PID",0.303164068,"fba","published","R/F"
"iAF1260","303.451_PID",0.461586592,"fba","published","R/F"
"iEC042_1314","303.451_PID",0.303164068,"fba","published","R/F"
"iYS1720","303.451_PID",0.400267573,"fba","published","R/F"
"iECOK1_1307","303.451_PID",0.31370458,"fba","published","R/F"
"STM_v1_0","303.451_PID",0.429752854,"fba","published","R/F"
"iETEC_1333","303.451_PID",0.303164068,"fba","published","R/F"
"iEC55989_1330","303.451_PID",0.303164068,"fba","published","R/F"
"iEC1368_DH5a","303.451_PID",0.356669782,"fba","published","R/F"
"iECB_1328","303.451_PID",0.303164068,"fba","published","R/F"
"iECD_1391","303.451_PID",0.011880819,"fba","published","R/F"
"iG2583_1286","303.451_PID",0.262989623,"fba","published","R/F"
"iY75_1357","303.451_PID",0.303164068,"fba","published","R/F"
"iECNA114_1301","303.451_PID",0.303164068,"fba","published","R/F"
"iECBD_1354","303.451_PID",0.011880818,"fba","published","R/F"
"iAF1260b","303.451_PID",0.461586592,"fba","published","R/F"
"iEcE24377_1341","303.451_PID",0.303164068,"fba","published","R/F"
"iECSE_1348","303.451_PID",0.303164068,"fba","published","R/F"
"iECSP_1301","303.451_PID",0.303164068,"fba","published","R/F"
"iECH74115_1262","303.451_PID",0.262989623,"fba","published","R/F"
"iECSF_1327","303.451_PID",0.303164068,"fba","published","R/F"
"iECDH1ME8569_1439","303.451_PID",0.356778134,"fba","published","R/F"
"iEC1344_C","303.451_PID",0.356669782,"fba","published","R/F"
"iUMNK88_1353","303.451_PID",0.356778134,"fba","published","R/F"
"iNRG857_1313","303.451_PID",0.303164068,"fba","published","R/F"
"iEKO11_1354","303.451_PID",0.303164068,"fba","published","R/F"
"iECP_1309","303.451_PID",0.31370458,"fba","published","R/F"
"iECs_1301","303.451_PID",0.303164068,"fba","published","R/F"
"iEC1349_Crooks","303.451_PID",0.327056258,"fba","published","R/F"
"iYL1228","303.451_PID",0.356421207,"fba","published","R/F"
"iML1515","303.451_PID",0.508237556,"fba","published","R/F"
"iUTI89_1310","303.451_PID",0.356778134,"fba","published","R/F"
"iECO103_1326","303.451_PID",0.303164068,"fba","published","R/F"
"iECO26_1355","303.451_PID",0.303164068,"fba","published","R/F"
"iUMN146_1321","303.451_PID",0.31370458,"fba","published","R/F"
"iSDY_1059","303.451_PID",0.406167364,"fba","published","R/F"
"iECW_1372","303.451_PID",0.303164068,"fba","published","R/F"
"iEcDH1_1363","303.451_PID",0.303164068,"fba","published","R/F"
"iECS88_1305","303.451_PID",0.31370458,"fba","published","R/F"
"iEC1356_Bl21DE3","303.451_PID",0.003809054,"fba","published","R/F"
"iEcSMS35_1347","303.410_PID",0.302354618,"fba","published","R/F"
"iEcolC_1368","303.410_PID",0.302354618,"fba","published","R/F"
"iZ_1308","303.410_PID",0.302354618,"fba","published","R/F"
"iECED1_1282","303.410_PID",0.302353508,"fba","published","R/F"
"iEC1364_W","303.410_PID",0.327753789,"fba","published","R/F"
"iJO1366","303.410_PID",0.355714977,"fba","published","R/F"
"iLF82_1304","303.410_PID",0.302354618,"fba","published","R/F"
"e_coli_core","303.410_PID",0.25153246,"fba","published","R/F"
"iJR904","303.410_PID",0.372533066,"fba","published","R/F"
"iWFL_1372","303.410_PID",0.302354618,"fba","published","R/F"
"iEcHS_1320","303.410_PID",0.355825534,"fba","published","R/F"
"iECIAI39_1322","303.410_PID",0.312856773,"fba","published","R/F"
"iECO111_1330","303.410_PID",0.302354618,"fba","published","R/F"
"iB21_1397","303.410_PID",0.011849097,"fba","published","R/F"
"iEC1372_W3110","303.410_PID",0.355717471,"fba","published","R/F"
"iECIAI1_1343","303.410_PID",0.356996251,"fba","published","R/F"
"iAPECO1_1312","303.410_PID",0.312866987,"fba","published","R/F"
"iECABU_c1320","303.410_PID",0.302354618,"fba","published","R/F"
"iBWG_1329","303.410_PID",0.302354618,"fba","published","R/F"
"iE2348C_1286","303.410_PID",0.302354618,"fba","published","R/F"
"iAF1260","303.410_PID",0.460354153,"fba","published","R/F"
"iEC042_1314","303.410_PID",0.302354618,"fba","published","R/F"
"iYS1720","303.410_PID",0.399198856,"fba","published","R/F"
"iECOK1_1307","303.410_PID",0.312866987,"fba","published","R/F"
"STM_v1_0","303.410_PID",0.428605412,"fba","published","R/F"
"iETEC_1333","303.410_PID",0.302354618,"fba","published","R/F"
"iEC55989_1330","303.410_PID",0.302354618,"fba","published","R/F"
"iEC1368_DH5a","303.410_PID",0.355717471,"fba","published","R/F"
"iECB_1328","303.410_PID",0.302354618,"fba","published","R/F"
"iECD_1391","303.410_PID",0.011849097,"fba","published","R/F"
"iG2583_1286","303.410_PID",0.262287439,"fba","published","R/F"
"iY75_1357","303.410_PID",0.302354618,"fba","published","R/F"
"iECNA114_1301","303.410_PID",0.302354618,"fba","published","R/F"
"iECBD_1354","303.410_PID",0.011849096,"fba","published","R/F"
"iAF1260b","303.410_PID",0.460354153,"fba","published","R/F"
"iEcE24377_1341","303.410_PID",0.302354618,"fba","published","R/F"
"iECSE_1348","303.410_PID",0.302354618,"fba","published","R/F"
"iECSP_1301","303.410_PID",0.302354618,"fba","published","R/F"
"iECH74115_1262","303.410_PID",0.262287439,"fba","published","R/F"
"iECSF_1327","303.410_PID",0.302354618,"fba","published","R/F"
"iECDH1ME8569_1439","303.410_PID",0.355825534,"fba","published","R/F"
"iEC1344_C","303.410_PID",0.355717471,"fba","published","R/F"
"iUMNK88_1353","303.410_PID",0.355825534,"fba","published","R/F"
"iNRG857_1313","303.410_PID",0.302354618,"fba","published","R/F"
"iEKO11_1354","303.410_PID",0.302354618,"fba","published","R/F"
"iECP_1309","303.410_PID",0.312866987,"fba","published","R/F"
"iECs_1301","303.410_PID",0.302354618,"fba","published","R/F"
"iEC1349_Crooks","303.410_PID",0.326183016,"fba","published","R/F"
"iYL1228","303.410_PID",0.35546956,"fba","published","R/F"
"iML1515","303.410_PID",0.506880559,"fba","published","R/F"
"iUTI89_1310","303.410_PID",0.355825534,"fba","published","R/F"
"iECO103_1326","303.410_PID",0.302354618,"fba","published","R/F"
"iECO26_1355","303.410_PID",0.302354618,"fba","published","R/F"
"iUMN146_1321","303.410_PID",0.312866987,"fba","published","R/F"
"iSDY_1059","303.410_PID",0.405082894,"fba","published","R/F"
"iECW_1372","303.410_PID",0.302354618,"fba","published","R/F"
"iEcDH1_1363","303.410_PID",0.302354618,"fba","published","R/F"
"iECS88_1305","303.410_PID",0.312866987,"fba","published","R/F"
"iEC1356_Bl21DE3","303.410_PID",0.003798884,"fba","published","R/F"
"iEcSMS35_1347","303.167_PID",0.303164068,"fba","published","R/F"
"iEcolC_1368","303.167_PID",0.303164068,"fba","published","R/F"
"iZ_1308","303.167_PID",0.303164068,"fba","published","R/F"
"iECED1_1282","303.167_PID",0.303162955,"fba","published","R/F"
"iEC1364_W","303.167_PID",0.328631236,"fba","published","R/F"
"iJO1366","303.167_PID",0.35666728,"fba","published","R/F"
"iLF82_1304","303.167_PID",0.303164068,"fba","published","R/F"
"e_coli_core","303.167_PID",0.252205851,"fba","published","R/F"
"iJR904","303.167_PID",0.373530394,"fba","published","R/F"
"iWFL_1372","303.167_PID",0.303164068,"fba","published","R/F"
"iEcHS_1320","303.167_PID",0.356778134,"fba","published","R/F"
"iECIAI39_1322","303.167_PID",0.313694338,"fba","published","R/F"
"iECO111_1330","303.167_PID",0.303164068,"fba","published","R/F"
"iB21_1397","303.167_PID",0.011880819,"fba","published","R/F"
"iEC1372_W3110","303.167_PID",0.356669782,"fba","published","R/F"
"iECIAI1_1343","303.167_PID",0.357951985,"fba","published","R/F"
"iAPECO1_1312","303.167_PID",0.31370458,"fba","published","R/F"
"iECABU_c1320","303.167_PID",0.303164068,"fba","published","R/F"
"iBWG_1329","303.167_PID",0.303164068,"fba","published","R/F"
"iE2348C_1286","303.167_PID",0.303164068,"fba","published","R/F"
"iAF1260","303.167_PID",0.461586592,"fba","published","R/F"
"iEC042_1314","303.167_PID",0.303164068,"fba","published","R/F"
"iYS1720","303.167_PID",0.400267573,"fba","published","R/F"
"iECOK1_1307","303.167_PID",0.31370458,"fba","published","R/F"
"STM_v1_0","303.167_PID",0.429752854,"fba","published","R/F"
"iETEC_1333","303.167_PID",0.303164068,"fba","published","R/F"
"iEC55989_1330","303.167_PID",0.303164068,"fba","published","R/F"
"iEC1368_DH5a","303.167_PID",0.356669782,"fba","published","R/F"
"iECB_1328","303.167_PID",0.303164068,"fba","published","R/F"
"iECD_1391","303.167_PID",0.011880819,"fba","published","R/F"
"iG2583_1286","303.167_PID",0.262989623,"fba","published","R/F"
"iY75_1357","303.167_PID",0.303164068,"fba","published","R/F"
"iECNA114_1301","303.167_PID",0.303164068,"fba","published","R/F"
"iECBD_1354","303.167_PID",0.011880818,"fba","published","R/F"
"iAF1260b","303.167_PID",0.461586592,"fba","published","R/F"
"iEcE24377_1341","303.167_PID",0.303164068,"fba","published","R/F"
"iECSE_1348","303.167_PID",0.303164068,"fba","published","R/F"
"iECSP_1301","303.167_PID",0.303164068,"fba","published","R/F"
"iECH74115_1262","303.167_PID",0.262989623,"fba","published","R/F"
"iECSF_1327","303.167_PID",0.303164068,"fba","published","R/F"
"iECDH1ME8569_1439","303.167_PID",0.356778134,"fba","published","R/F"
"iEC1344_C","303.167_PID",0.356669782,"fba","published","R/F"
"iUMNK88_1353","303.167_PID",0.356778134,"fba","published","R/F"
"iNRG857_1313","303.167_PID",0.303164068,"fba","published","R/F"
"iEKO11_1354","303.167_PID",0.303164068,"fba","published","R/F"
"iECP_1309","303.167_PID",0.31370458,"fba","published","R/F"
"iECs_1301","303.167_PID",0.303164068,"fba","published","R/F"
"iEC1349_Crooks","303.167_PID",0.327056258,"fba","published","R/F"
"iYL1228","303.167_PID",0.356421207,"fba","published","R/F"
"iML1515","303.167_PID",0.508237556,"fba","published","R/F"
"iUTI89_1310","303.167_PID",0.356778134,"fba","published","R/F"
"iECO103_1326","303.167_PID",0.303164068,"fba","published","R/F"
"iECO26_1355","303.167_PID",0.303164068,"fba","published","R/F"
"iUMN146_1321","303.167_PID",0.31370458,"fba","published","R/F"
"iSDY_1059","303.167_PID",0.406167364,"fba","published","R/F"
"iECW_1372","303.167_PID",0.303164068,"fba","published","R/F"
