"E","P","R_F","Experiment","type","variable"
"iECS88_1305","303.534_PID",0.313809496,"fba","published","R/F"
"iEC1356_Bl21DE3","303.534_PID",0.003810328,"fba","published","R/F"
"iEcSMS35_1347","1211579.3_PID",0.303265459,"fba","published","R/F"
"iEcolC_1368","1211579.3_PID",0.303265459,"fba","published","R/F"
"iZ_1308","1211579.3_PID",0.303265459,"fba","published","R/F"
"iECED1_1282","1211579.3_PID",0.303264346,"fba","published","R/F"
"iEC1364_W","1211579.3_PID",0.328741144,"fba","published","R/F"
"iJO1366","1211579.3_PID",0.356786565,"fba","published","R/F"
"iLF82_1304","1211579.3_PID",0.303265459,"fba","published","R/F"
"e_coli_core","1211579.3_PID",0.252290199,"fba","published","R/F"
"iJR904","1211579.3_PID",0.373655318,"fba","published","R/F"
"iWFL_1372","1211579.3_PID",0.303265459,"fba","published","R/F"
"iEcHS_1320","1211579.3_PID",0.356897455,"fba","published","R/F"
"iECIAI39_1322","1211579.3_PID",0.313799251,"fba","published","R/F"
"iECO111_1330","1211579.3_PID",0.303265459,"fba","published","R/F"
"iB21_1397","1211579.3_PID",0.011884792,"fba","published","R/F"
"iEC1372_W3110","1211579.3_PID",0.356789067,"fba","published","R/F"
"iECIAI1_1343","1211579.3_PID",0.358071699,"fba","published","R/F"
"iAPECO1_1312","1211579.3_PID",0.313809496,"fba","published","R/F"
"iECABU_c1320","1211579.3_PID",0.303265459,"fba","published","R/F"
"iBWG_1329","1211579.3_PID",0.303265459,"fba","published","R/F"
"iE2348C_1286","1211579.3_PID",0.303265459,"fba","published","R/F"
"iAF1260","1211579.3_PID",0.461740966,"fba","published","R/F"
"iEC042_1314","1211579.3_PID",0.303265459,"fba","published","R/F"
"iYS1720","1211579.3_PID",0.400401439,"fba","published","R/F"
"iECOK1_1307","1211579.3_PID",0.313809496,"fba","published","R/F"
"STM_v1_0","1211579.3_PID",0.429896582,"fba","published","R/F"
"iETEC_1333","1211579.3_PID",0.303265459,"fba","published","R/F"
"iEC55989_1330","1211579.3_PID",0.303265459,"fba","published","R/F"
"iEC1368_DH5a","1211579.3_PID",0.356789067,"fba","published","R/F"
"iECB_1328","1211579.3_PID",0.303265459,"fba","published","R/F"
"iECD_1391","1211579.3_PID",0.011884792,"fba","published","R/F"
"iG2583_1286","1211579.3_PID",0.263077578,"fba","published","R/F"
"iY75_1357","1211579.3_PID",0.303265459,"fba","published","R/F"
"iECNA114_1301","1211579.3_PID",0.303265459,"fba","published","R/F"
"iECBD_1354","1211579.3_PID",0.011884792,"fba","published","R/F"
"iAF1260b","1211579.3_PID",0.461740966,"fba","published","R/F"
"iEcE24377_1341","1211579.3_PID",0.303265459,"fba","published","R/F"
"iECSE_1348","1211579.3_PID",0.303265459,"fba","published","R/F"
"iECSP_1301","1211579.3_PID",0.303265459,"fba","published","R/F"
"iECH74115_1262","1211579.3_PID",0.263077578,"fba","published","R/F"
"iECSF_1327","1211579.3_PID",0.303265459,"fba","published","R/F"
"iECDH1ME8569_1439","1211579.3_PID",0.356897455,"fba","published","R/F"
"iEC1344_C","1211579.3_PID",0.356789067,"fba","published","R/F"
"iUMNK88_1353","1211579.3_PID",0.356897455,"fba","published","R/F"
"iNRG857_1313","1211579.3_PID",0.303265459,"fba","published","R/F"
"iEKO11_1354","1211579.3_PID",0.303265459,"fba","published","R/F"
"iECP_1309","1211579.3_PID",0.313809496,"fba","published","R/F"
"iECs_1301","1211579.3_PID",0.303265459,"fba","published","R/F"
"iEC1349_Crooks","1211579.3_PID",0.32716564,"fba","published","R/F"
"iYL1228","1211579.3_PID",0.356540409,"fba","published","R/F"
"iML1515","1211579.3_PID",0.508407532,"fba","published","R/F"
"iUTI89_1310","1211579.3_PID",0.356897455,"fba","published","R/F"
"iECO103_1326","1211579.3_PID",0.303265459,"fba","published","R/F"
"iECO26_1355","1211579.3_PID",0.303265459,"fba","published","R/F"
"iUMN146_1321","1211579.3_PID",0.313809496,"fba","published","R/F"
"iSDY_1059","1211579.3_PID",0.406303203,"fba","published","R/F"
"iECW_1372","1211579.3_PID",0.303265459,"fba","published","R/F"
"iEcDH1_1363","1211579.3_PID",0.303265459,"fba","published","R/F"
"iECS88_1305","1211579.3_PID",0.313809496,"fba","published","R/F"
"iEC1356_Bl21DE3","1211579.3_PID",0.003810328,"fba","published","R/F"
"iEcSMS35_1347","303.215_PID",0.270545857,"fba","published","R/F"
"iEcolC_1368","303.215_PID",0.270545857,"fba","published","R/F"
"iZ_1308","303.215_PID",0.270545857,"fba","published","R/F"
"iECED1_1282","303.215_PID",0.270544862,"fba","published","R/F"
"iEC1364_W","303.215_PID",0.293314083,"fba","published","R/F"
"iJO1366","303.215_PID",0.318378944,"fba","published","R/F"
"iLF82_1304","303.215_PID",0.270545857,"fba","published","R/F"
"e_coli_core","303.215_PID",0.224988053,"fba","published","R/F"
"iJR904","303.215_PID",0.33345495,"fba","published","R/F"
"iWFL_1372","303.215_PID",0.270545857,"fba","published","R/F"
"iEcHS_1320","303.215_PID",0.318478049,"fba","published","R/F"
"iECIAI39_1322","303.215_PID",0.279960157,"fba","published","R/F"
"iECO111_1330","303.215_PID",0.270545857,"fba","published","R/F"
"iB21_1397","303.215_PID",0.010132014,"fba","published","R/F"
"iEC1372_W3110","303.215_PID",0.31838118,"fba","published","R/F"
"iECIAI1_1343","303.215_PID",0.319527499,"fba","published","R/F"
"iAPECO1_1312","303.215_PID",0.279969313,"fba","published","R/F"
"iECABU_c1320","303.215_PID",0.270545857,"fba","published","R/F"
"iBWG_1329","303.215_PID",0.270545857,"fba","published","R/F"
"iE2348C_1286","303.215_PID",0.270545857,"fba","published","R/F"
"iAF1260","303.215_PID",0.412179192,"fba","published","R/F"
"iEC042_1314","303.215_PID",0.270545857,"fba","published","R/F"
"iYS1720","303.215_PID",0.357358595,"fba","published","R/F"
"iECOK1_1307","303.215_PID",0.279969313,"fba","published","R/F"
"STM_v1_0","303.215_PID",0.383719107,"fba","published","R/F"
"iETEC_1333","303.215_PID",0.270545857,"fba","published","R/F"
"iEC55989_1330","303.215_PID",0.270545857,"fba","published","R/F"
"iEC1368_DH5a","303.215_PID",0.31838118,"fba","published","R/F"
"iECB_1328","303.215_PID",0.270545857,"fba","published","R/F"
"iECD_1391","303.215_PID",0.010132014,"fba","published","R/F"
"iG2583_1286","303.215_PID",0.23462899,"fba","published","R/F"
"iY75_1357","303.215_PID",0.270545857,"fba","published","R/F"
"iECNA114_1301","303.215_PID",0.270545857,"fba","published","R/F"
"iECBD_1354","303.215_PID",0.010132013,"fba","published","R/F"
"iAF1260b","303.215_PID",0.412179192,"fba","published","R/F"
"iEcE24377_1341","303.215_PID",0.270545857,"fba","published","R/F"
"iECSE_1348","303.215_PID",0.270545857,"fba","published","R/F"
"iECSP_1301","303.215_PID",0.270545857,"fba","published","R/F"
"iECH74115_1262","303.215_PID",0.23462899,"fba","published","R/F"
"iECSF_1327","303.215_PID",0.270545857,"fba","published","R/F"
"iECDH1ME8569_1439","303.215_PID",0.318478049,"fba","published","R/F"
"iEC1344_C","303.215_PID",0.31838118,"fba","published","R/F"
"iUMNK88_1353","303.215_PID",0.318478049,"fba","published","R/F"
"iNRG857_1313","303.215_PID",0.270545857,"fba","published","R/F"
"iEKO11_1354","303.215_PID",0.270545857,"fba","published","R/F"
"iECP_1309","303.215_PID",0.279969313,"fba","published","R/F"
"iECs_1301","303.215_PID",0.270545857,"fba","published","R/F"
"iEC1349_Crooks","303.215_PID",0.291906017,"fba","published","R/F"
"iYL1228","303.215_PID",0.318158948,"fba","published","R/F"
"iML1515","303.215_PID",0.453886213,"fba","published","R/F"
"iUTI89_1310","303.215_PID",0.318478049,"fba","published","R/F"
"iECO103_1326","303.215_PID",0.270545857,"fba","published","R/F"
"iECO26_1355","303.215_PID",0.270545857,"fba","published","R/F"
"iUMN146_1321","303.215_PID",0.279969313,"fba","published","R/F"
"iSDY_1059","303.215_PID",0.362633142,"fba","published","R/F"
"iECW_1372","303.215_PID",0.270545857,"fba","published","R/F"
"iEcDH1_1363","303.215_PID",0.270545857,"fba","published","R/F"
"iECS88_1305","303.215_PID",0.279969313,"fba","published","R/F"
"iEC1356_Bl21DE3","303.215_PID",0.002915673,"fba","published","R/F"
"iEcSMS35_1347","303.486_PID",0.303265459,"fba","published","R/F"
"iEcolC_1368","303.486_PID",0.303265459,"fba","published","R/F"
"iZ_1308","303.486_PID",0.303265459,"fba","published","R/F"
"iECED1_1282","303.486_PID",0.303264346,"fba","published","R/F"
"iEC1364_W","303.486_PID",0.328741144,"fba","published","R/F"
"iJO1366","303.486_PID",0.356786565,"fba","published","R/F"
"iLF82_1304","303.486_PID",0.303265459,"fba","published","R/F"
"e_coli_core","303.486_PID",0.252290199,"fba","published","R/F"
"iJR904","303.486_PID",0.373655318,"fba","published","R/F"
"iWFL_1372","303.486_PID",0.303265459,"fba","published","R/F"
"iEcHS_1320","303.486_PID",0.356897455,"fba","published","R/F"
"iECIAI39_1322","303.486_PID",0.313799251,"fba","published","R/F"
"iECO111_1330","303.486_PID",0.303265459,"fba","published","R/F"
"iB21_1397","303.486_PID",0.011884792,"fba","published","R/F"
"iEC1372_W3110","303.486_PID",0.356789067,"fba","published","R/F"
"iECIAI1_1343","303.486_PID",0.358071699,"fba","published","R/F"
"iAPECO1_1312","303.486_PID",0.313809496,"fba","published","R/F"
"iECABU_c1320","303.486_PID",0.303265459,"fba","published","R/F"
"iBWG_1329","303.486_PID",0.303265459,"fba","published","R/F"
"iE2348C_1286","303.486_PID",0.303265459,"fba","published","R/F"
"iAF1260","303.486_PID",0.461740966,"fba","published","R/F"
"iEC042_1314","303.486_PID",0.303265459,"fba","published","R/F"
"iYS1720","303.486_PID",0.400401439,"fba","published","R/F"
"iECOK1_1307","303.486_PID",0.313809496,"fba","published","R/F"
"STM_v1_0","303.486_PID",0.429896582,"fba","published","R/F"
"iETEC_1333","303.486_PID",0.303265459,"fba","published","R/F"
"iEC55989_1330","303.486_PID",0.303265459,"fba","published","R/F"
"iEC1368_DH5a","303.486_PID",0.356789067,"fba","published","R/F"
"iECB_1328","303.486_PID",0.303265459,"fba","published","R/F"
"iECD_1391","303.486_PID",0.011884792,"fba","published","R/F"
"iG2583_1286","303.486_PID",0.263077578,"fba","published","R/F"
"iY75_1357","303.486_PID",0.303265459,"fba","published","R/F"
"iECNA114_1301","303.486_PID",0.303265459,"fba","published","R/F"
"iECBD_1354","303.486_PID",0.011884792,"fba","published","R/F"
"iAF1260b","303.486_PID",0.461740966,"fba","published","R/F"
"iEcE24377_1341","303.486_PID",0.303265459,"fba","published","R/F"
"iECSE_1348","303.486_PID",0.303265459,"fba","published","R/F"
"iECSP_1301","303.486_PID",0.303265459,"fba","published","R/F"
"iECH74115_1262","303.486_PID",0.263077578,"fba","published","R/F"
"iECSF_1327","303.486_PID",0.303265459,"fba","published","R/F"
"iECDH1ME8569_1439","303.486_PID",0.356897455,"fba","published","R/F"
"iEC1344_C","303.486_PID",0.356789067,"fba","published","R/F"
"iUMNK88_1353","303.486_PID",0.356897455,"fba","published","R/F"
"iNRG857_1313","303.486_PID",0.303265459,"fba","published","R/F"
"iEKO11_1354","303.486_PID",0.303265459,"fba","published","R/F"
"iECP_1309","303.486_PID",0.313809496,"fba","published","R/F"
"iECs_1301","303.486_PID",0.303265459,"fba","published","R/F"
"iEC1349_Crooks","303.486_PID",0.32716564,"fba","published","R/F"
"iYL1228","303.486_PID",0.356540409,"fba","published","R/F"
"iML1515","303.486_PID",0.508407532,"fba","published","R/F"
"iUTI89_1310","303.486_PID",0.356897455,"fba","published","R/F"
"iECO103_1326","303.486_PID",0.303265459,"fba","published","R/F"
"iECO26_1355","303.486_PID",0.303265459,"fba","published","R/F"
"iUMN146_1321","303.486_PID",0.313809496,"fba","published","R/F"
"iSDY_1059","303.486_PID",0.406303203,"fba","published","R/F"
"iECW_1372","303.486_PID",0.303265459,"fba","published","R/F"
"iEcDH1_1363","303.486_PID",0.303265459,"fba","published","R/F"
"iECS88_1305","303.486_PID",0.313809496,"fba","published","R/F"
"iEC1356_Bl21DE3","303.486_PID",0.003810328,"fba","published","R/F"
"iEcSMS35_1347","1410521.3_PID",0.302253616,"fba","published","R/F"
"iEcolC_1368","1410521.3_PID",0.302253616,"fba","published","R/F"
"iZ_1308","1410521.3_PID",0.302253616,"fba","published","R/F"
"iECED1_1282","1410521.3_PID",0.302252506,"fba","published","R/F"
"iEC1364_W","1410521.3_PID",0.327644302,"fba","published","R/F"
"iJO1366","1410521.3_PID",0.355596149,"fba","published","R/F"
"iLF82_1304","1410521.3_PID",0.302253616,"fba","published","R/F"
"e_coli_core","1410521.3_PID",0.251448434,"fba","published","R/F"
"iJR904","1410521.3_PID",0.37240862,"fba","published","R/F"
"iWFL_1372","1410521.3_PID",0.302253616,"fba","published","R/F"
"iEcHS_1320","1410521.3_PID",0.355706669,"fba","published","R/F"
"iECIAI39_1322","1410521.3_PID",0.312752262,"fba","published","R/F"
"iECO111_1330","1410521.3_PID",0.302253616,"fba","published","R/F"
"iB21_1397","1410521.3_PID",0.011845139,"fba","published","R/F"
"iEC1372_W3110","1410521.3_PID",0.355598642,"fba","published","R/F"
"iECIAI1_1343","1410521.3_PID",0.356876995,"fba","published","R/F"
"iAPECO1_1312","1410521.3_PID",0.312762472,"fba","published","R/F"
"iECABU_c1320","1410521.3_PID",0.302253616,"fba","published","R/F"
"iBWG_1329","1410521.3_PID",0.302253616,"fba","published","R/F"
"iE2348C_1286","1410521.3_PID",0.302253616,"fba","published","R/F"
"iAF1260","1410521.3_PID",0.46020037,"fba","published","R/F"
"iEC042_1314","1410521.3_PID",0.302253616,"fba","published","R/F"
"iYS1720","1410521.3_PID",0.399065502,"fba","published","R/F"
"iECOK1_1307","1410521.3_PID",0.312762472,"fba","published","R/F"
"STM_v1_0","1410521.3_PID",0.428462234,"fba","published","R/F"
"iETEC_1333","1410521.3_PID",0.302253616,"fba","published","R/F"
"iEC55989_1330","1410521.3_PID",0.302253616,"fba","published","R/F"
"iEC1368_DH5a","1410521.3_PID",0.355598642,"fba","published","R/F"
"iECB_1328","1410521.3_PID",0.302253616,"fba","published","R/F"
"iECD_1391","1410521.3_PID",0.011845139,"fba","published","R/F"
"iG2583_1286","1410521.3_PID",0.262199821,"fba","published","R/F"
"iY75_1357","1410521.3_PID",0.302253616,"fba","published","R/F"
"iECNA114_1301","1410521.3_PID",0.302253616,"fba","published","R/F"
"iECBD_1354","1410521.3_PID",0.011845138,"fba","published","R/F"
"iAF1260b","1410521.3_PID",0.46020037,"fba","published","R/F"
"iEcE24377_1341","1410521.3_PID",0.302253616,"fba","published","R/F"
"iECSE_1348","1410521.3_PID",0.302253616,"fba","published","R/F"
"iECSP_1301","1410521.3_PID",0.302253616,"fba","published","R/F"
"iECH74115_1262","1410521.3_PID",0.262199821,"fba","published","R/F"
"iECSF_1327","1410521.3_PID",0.302253616,"fba","published","R/F"
"iECDH1ME8569_1439","1410521.3_PID",0.355706669,"fba","published","R/F"
"iEC1344_C","1410521.3_PID",0.355598642,"fba","published","R/F"
"iUMNK88_1353","1410521.3_PID",0.355706669,"fba","published","R/F"
"iNRG857_1313","1410521.3_PID",0.302253616,"fba","published","R/F"
"iEKO11_1354","1410521.3_PID",0.302253616,"fba","published","R/F"
"iECP_1309","1410521.3_PID",0.312762472,"fba","published","R/F"
"iECs_1301","1410521.3_PID",0.302253616,"fba","published","R/F"
"iEC1349_Crooks","1410521.3_PID",0.326074053,"fba","published","R/F"
"iYL1228","1410521.3_PID",0.355350814,"fba","published","R/F"
"iML1515","1410521.3_PID",0.506711233,"fba","published","R/F"
"iUTI89_1310","1410521.3_PID",0.355706669,"fba","published","R/F"
"iECO103_1326","1410521.3_PID",0.302253616,"fba","published","R/F"
"iECO26_1355","1410521.3_PID",0.302253616,"fba","published","R/F"
"iUMN146_1321","1410521.3_PID",0.312762472,"fba","published","R/F"
"iSDY_1059","1410521.3_PID",0.404947575,"fba","published","R/F"
"iECW_1372","1410521.3_PID",0.302253616,"fba","published","R/F"
"iEcDH1_1363","1410521.3_PID",0.302253616,"fba","published","R/F"
"iECS88_1305","1410521.3_PID",0.312762472,"fba","published","R/F"
"iEC1356_Bl21DE3","1410521.3_PID",0.003797615,"fba","published","R/F"
"iEcSMS35_1347","303.397_PID",0.303164068,"fba","published","R/F"
"iEcolC_1368","303.397_PID",0.303164068,"fba","published","R/F"
"iZ_1308","303.397_PID",0.303164068,"fba","published","R/F"
"iECED1_1282","303.397_PID",0.303162955,"fba","published","R/F"
"iEC1364_W","303.397_PID",0.328631236,"fba","published","R/F"
"iJO1366","303.397_PID",0.35666728,"fba","published","R/F"
"iLF82_1304","303.397_PID",0.303164068,"fba","published","R/F"
"e_coli_core","303.397_PID",0.252205851,"fba","published","R/F"
"iJR904","303.397_PID",0.373530394,"fba","published","R/F"
"iWFL_1372","303.397_PID",0.303164068,"fba","published","R/F"
"iEcHS_1320","303.397_PID",0.356778134,"fba","published","R/F"
"iECIAI39_1322","303.397_PID",0.313694338,"fba","published","R/F"
"iECO111_1330","303.397_PID",0.303164068,"fba","published","R/F"
"iB21_1397","303.397_PID",0.011880819,"fba","published","R/F"
"iEC1372_W3110","303.397_PID",0.356669782,"fba","published","R/F"
"iECIAI1_1343","303.397_PID",0.357951985,"fba","published","R/F"
"iAPECO1_1312","303.397_PID",0.31370458,"fba","published","R/F"
"iECABU_c1320","303.397_PID",0.303164068,"fba","published","R/F"
"iBWG_1329","303.397_PID",0.303164068,"fba","published","R/F"
"iE2348C_1286","303.397_PID",0.303164068,"fba","published","R/F"
"iAF1260","303.397_PID",0.461586592,"fba","published","R/F"
"iEC042_1314","303.397_PID",0.303164068,"fba","published","R/F"
"iYS1720","303.397_PID",0.400267573,"fba","published","R/F"
"iECOK1_1307","303.397_PID",0.31370458,"fba","published","R/F"
"STM_v1_0","303.397_PID",0.429752854,"fba","published","R/F"
"iETEC_1333","303.397_PID",0.303164068,"fba","published","R/F"
"iEC55989_1330","303.397_PID",0.303164068,"fba","published","R/F"
"iEC1368_DH5a","303.397_PID",0.356669782,"fba","published","R/F"
"iECB_1328","303.397_PID",0.303164068,"fba","published","R/F"
"iECD_1391","303.397_PID",0.011880819,"fba","published","R/F"
"iG2583_1286","303.397_PID",0.262989623,"fba","published","R/F"
"iY75_1357","303.397_PID",0.303164068,"fba","published","R/F"
"iECNA114_1301","303.397_PID",0.303164068,"fba","published","R/F"
"iECBD_1354","303.397_PID",0.011880818,"fba","published","R/F"
"iAF1260b","303.397_PID",0.461586592,"fba","published","R/F"
"iEcE24377_1341","303.397_PID",0.303164068,"fba","published","R/F"
"iECSE_1348","303.397_PID",0.303164068,"fba","published","R/F"
"iECSP_1301","303.397_PID",0.303164068,"fba","published","R/F"
"iECH74115_1262","303.397_PID",0.262989623,"fba","published","R/F"
"iECSF_1327","303.397_PID",0.303164068,"fba","published","R/F"
"iECDH1ME8569_1439","303.397_PID",0.356778134,"fba","published","R/F"
"iEC1344_C","303.397_PID",0.356669782,"fba","published","R/F"
"iUMNK88_1353","303.397_PID",0.356778134,"fba","published","R/F"
"iNRG857_1313","303.397_PID",0.303164068,"fba","published","R/F"
"iEKO11_1354","303.397_PID",0.303164068,"fba","published","R/F"
"iECP_1309","303.397_PID",0.31370458,"fba","published","R/F"
"iECs_1301","303.397_PID",0.303164068,"fba","published","R/F"
"iEC1349_Crooks","303.397_PID",0.327056258,"fba","published","R/F"
"iYL1228","303.397_PID",0.356421207,"fba","published","R/F"
"iML1515","303.397_PID",0.508237556,"fba","published","R/F"
"iUTI89_1310","303.397_PID",0.356778134,"fba","published","R/F"
"iECO103_1326","303.397_PID",0.303164068,"fba","published","R/F"
"iECO26_1355","303.397_PID",0.303164068,"fba","published","R/F"
"iUMN146_1321","303.397_PID",0.31370458,"fba","published","R/F"
"iSDY_1059","303.397_PID",0.406167364,"fba","published","R/F"
"iECW_1372","303.397_PID",0.303164068,"fba","published","R/F"
"iEcDH1_1363","303.397_PID",0.303164068,"fba","published","R/F"
"iECS88_1305","303.397_PID",0.31370458,"fba","published","R/F"
"iEC1356_Bl21DE3","303.397_PID",0.003809054,"fba","published","R/F"
"iEcSMS35_1347","303.490_PID",0.303164068,"fba","published","R/F"
"iEcolC_1368","303.490_PID",0.303164068,"fba","published","R/F"
"iZ_1308","303.490_PID",0.303164068,"fba","published","R/F"
"iECED1_1282","303.490_PID",0.303162955,"fba","published","R/F"
"iEC1364_W","303.490_PID",0.328631236,"fba","published","R/F"
"iJO1366","303.490_PID",0.35666728,"fba","published","R/F"
"iLF82_1304","303.490_PID",0.303164068,"fba","published","R/F"
"e_coli_core","303.490_PID",0.252205851,"fba","published","R/F"
"iJR904","303.490_PID",0.373530394,"fba","published","R/F"
"iWFL_1372","303.490_PID",0.303164068,"fba","published","R/F"
"iEcHS_1320","303.490_PID",0.356778134,"fba","published","R/F"
"iECIAI39_1322","303.490_PID",0.313694338,"fba","published","R/F"
"iECO111_1330","303.490_PID",0.303164068,"fba","published","R/F"
"iB21_1397","303.490_PID",0.011880819,"fba","published","R/F"
"iEC1372_W3110","303.490_PID",0.356669782,"fba","published","R/F"
"iECIAI1_1343","303.490_PID",0.357951985,"fba","published","R/F"
"iAPECO1_1312","303.490_PID",0.31370458,"fba","published","R/F"
"iECABU_c1320","303.490_PID",0.303164068,"fba","published","R/F"
"iBWG_1329","303.490_PID",0.303164068,"fba","published","R/F"
"iE2348C_1286","303.490_PID",0.303164068,"fba","published","R/F"
"iAF1260","303.490_PID",0.461586592,"fba","published","R/F"
"iEC042_1314","303.490_PID",0.303164068,"fba","published","R/F"
"iYS1720","303.490_PID",0.400267573,"fba","published","R/F"
"iECOK1_1307","303.490_PID",0.31370458,"fba","published","R/F"
"STM_v1_0","303.490_PID",0.429752854,"fba","published","R/F"
"iETEC_1333","303.490_PID",0.303164068,"fba","published","R/F"
"iEC55989_1330","303.490_PID",0.303164068,"fba","published","R/F"
"iEC1368_DH5a","303.490_PID",0.356669782,"fba","published","R/F"
"iECB_1328","303.490_PID",0.303164068,"fba","published","R/F"
"iECD_1391","303.490_PID",0.011880819,"fba","published","R/F"
"iG2583_1286","303.490_PID",0.262989623,"fba","published","R/F"
"iY75_1357","303.490_PID",0.303164068,"fba","published","R/F"
"iECNA114_1301","303.490_PID",0.303164068,"fba","published","R/F"
"iECBD_1354","303.490_PID",0.011880818,"fba","published","R/F"
"iAF1260b","303.490_PID",0.461586592,"fba","published","R/F"
"iEcE24377_1341","303.490_PID",0.303164068,"fba","published","R/F"
"iECSE_1348","303.490_PID",0.303164068,"fba","published","R/F"
"iECSP_1301","303.490_PID",0.303164068,"fba","published","R/F"
"iECH74115_1262","303.490_PID",0.262989623,"fba","published","R/F"
"iECSF_1327","303.490_PID",0.303164068,"fba","published","R/F"
"iECDH1ME8569_1439","303.490_PID",0.356778134,"fba","published","R/F"
"iEC1344_C","303.490_PID",0.356669782,"fba","published","R/F"
"iUMNK88_1353","303.490_PID",0.356778134,"fba","published","R/F"
"iNRG857_1313","303.490_PID",0.303164068,"fba","published","R/F"
"iEKO11_1354","303.490_PID",0.303164068,"fba","published","R/F"
"iECP_1309","303.490_PID",0.31370458,"fba","published","R/F"
"iECs_1301","303.490_PID",0.303164068,"fba","published","R/F"
"iEC1349_Crooks","303.490_PID",0.327056258,"fba","published","R/F"
"iYL1228","303.490_PID",0.356421207,"fba","published","R/F"
"iML1515","303.490_PID",0.508237556,"fba","published","R/F"
"iUTI89_1310","303.490_PID",0.356778134,"fba","published","R/F"
"iECO103_1326","303.490_PID",0.303164068,"fba","published","R/F"
"iECO26_1355","303.490_PID",0.303164068,"fba","published","R/F"
"iUMN146_1321","303.490_PID",0.31370458,"fba","published","R/F"
"iSDY_1059","303.490_PID",0.406167364,"fba","published","R/F"
"iECW_1372","303.490_PID",0.303164068,"fba","published","R/F"
"iEcDH1_1363","303.490_PID",0.303164068,"fba","published","R/F"
"iECS88_1305","303.490_PID",0.31370458,"fba","published","R/F"
"iEC1356_Bl21DE3","303.490_PID",0.003809054,"fba","published","R/F"
"iEcSMS35_1347","303.209_PID",0.270545857,"fba","published","R/F"
"iEcolC_1368","303.209_PID",0.270545857,"fba","published","R/F"
"iZ_1308","303.209_PID",0.270545857,"fba","published","R/F"
"iECED1_1282","303.209_PID",0.270544862,"fba","published","R/F"
"iEC1364_W","303.209_PID",0.293314083,"fba","published","R/F"
"iJO1366","303.209_PID",0.318378944,"fba","published","R/F"
"iLF82_1304","303.209_PID",0.270545857,"fba","published","R/F"
"e_coli_core","303.209_PID",0.224988053,"fba","published","R/F"
"iJR904","303.209_PID",0.33345495,"fba","published","R/F"
"iWFL_1372","303.209_PID",0.270545857,"fba","published","R/F"
"iEcHS_1320","303.209_PID",0.318478049,"fba","published","R/F"
"iECIAI39_1322","303.209_PID",0.279960157,"fba","published","R/F"
"iECO111_1330","303.209_PID",0.270545857,"fba","published","R/F"
"iB21_1397","303.209_PID",0.010132014,"fba","published","R/F"
"iEC1372_W3110","303.209_PID",0.31838118,"fba","published","R/F"
"iECIAI1_1343","303.209_PID",0.319527499,"fba","published","R/F"
"iAPECO1_1312","303.209_PID",0.279969313,"fba","published","R/F"
"iECABU_c1320","303.209_PID",0.270545857,"fba","published","R/F"
"iBWG_1329","303.209_PID",0.270545857,"fba","published","R/F"
"iE2348C_1286","303.209_PID",0.270545857,"fba","published","R/F"
"iAF1260","303.209_PID",0.412179192,"fba","published","R/F"
"iEC042_1314","303.209_PID",0.270545857,"fba","published","R/F"
"iYS1720","303.209_PID",0.357358595,"fba","published","R/F"
"iECOK1_1307","303.209_PID",0.279969313,"fba","published","R/F"
"STM_v1_0","303.209_PID",0.383719107,"fba","published","R/F"
"iETEC_1333","303.209_PID",0.270545857,"fba","published","R/F"
"iEC55989_1330","303.209_PID",0.270545857,"fba","published","R/F"
"iEC1368_DH5a","303.209_PID",0.31838118,"fba","published","R/F"
"iECB_1328","303.209_PID",0.270545857,"fba","published","R/F"
"iECD_1391","303.209_PID",0.010132014,"fba","published","R/F"
"iG2583_1286","303.209_PID",0.23462899,"fba","published","R/F"
"iY75_1357","303.209_PID",0.270545857,"fba","published","R/F"
"iECNA114_1301","303.209_PID",0.270545857,"fba","published","R/F"
"iECBD_1354","303.209_PID",0.010132013,"fba","published","R/F"
"iAF1260b","303.209_PID",0.412179192,"fba","published","R/F"
"iEcE24377_1341","303.209_PID",0.270545857,"fba","published","R/F"
"iECSE_1348","303.209_PID",0.270545857,"fba","published","R/F"
"iECSP_1301","303.209_PID",0.270545857,"fba","published","R/F"
"iECH74115_1262","303.209_PID",0.23462899,"fba","published","R/F"
"iECSF_1327","303.209_PID",0.270545857,"fba","published","R/F"
"iECDH1ME8569_1439","303.209_PID",0.318478049,"fba","published","R/F"
"iEC1344_C","303.209_PID",0.31838118,"fba","published","R/F"
"iUMNK88_1353","303.209_PID",0.318478049,"fba","published","R/F"
"iNRG857_1313","303.209_PID",0.270545857,"fba","published","R/F"
"iEKO11_1354","303.209_PID",0.270545857,"fba","published","R/F"
"iECP_1309","303.209_PID",0.279969313,"fba","published","R/F"
"iECs_1301","303.209_PID",0.270545857,"fba","published","R/F"
"iEC1349_Crooks","303.209_PID",0.291906017,"fba","published","R/F"
"iYL1228","303.209_PID",0.318158948,"fba","published","R/F"
"iML1515","303.209_PID",0.453886213,"fba","published","R/F"
"iUTI89_1310","303.209_PID",0.318478049,"fba","published","R/F"
"iECO103_1326","303.209_PID",0.270545857,"fba","published","R/F"
"iECO26_1355","303.209_PID",0.270545857,"fba","published","R/F"
"iUMN146_1321","303.209_PID",0.279969313,"fba","published","R/F"
"iSDY_1059","303.209_PID",0.362633142,"fba","published","R/F"
