seq,isolate,csource,r.sem,r,t.r.sem,t.r,lag.sem,lag,maxOD.sem,maxOD
288,2.8.A.1,glucose,0.010284173,0.773961834,0,3.333333333,0.025576159,2.35196332,0.004890893,0.539515379
289,2.8.A.2,glucose,0.009689929,0.794833418,2.583333333,8.75,2.303461097,7.731850481,0.013162986,0.531113223
290,2.8.A.3,glucose,0.134689347,0.237917088,0.583333333,5.416666667,0.678496401,4.176611688,0.493979984,0.915729794
294,4.1.A.1,glucose,0.061145504,0.44967647,1.666666667,15.5,1.359721404,13.67368456,0.010929201,0.195164002
295,4.1.A.2,glucose,0.012952582,0.659424008,0.083333333,3.583333333,0.017769342,2.443806492,0.02119821,0.58896011
303,7.1.A.1,glucose,0.012910544,0.747486766,0,2.666666667,0.044032511,1.60384656,0.013130723,0.669187408
304,7.1.A.2,glucose,0.053395899,0.565703515,0,4.666666667,0.065240838,3.415165388,0.014765008,0.512318373
305,7.1.A.3,glucose,0.034940011,0.712133926,0.25,2.416666667,0.185322016,1.503498312,0.021990866,0.635013365
308,7.1.B.2,glucose,0.042456343,0.636607755,0.083333333,2.583333333,0.001030365,1.49217651,0.001330311,0.666489396
316,8.4.A.1,glucose,0.055117609,0.642551416,0.083333333,4.75,0.063610273,3.384628238,0.02097377,0.466707455
317,8.4.A.2,glucose,0.00991939,0.774667057,0,2.333333333,0.049410555,1.393492165,0.004610567,0.64906794
320,8.5.A.1,glucose,0.016313001,0.732863501,0,1.333333333,0.014902201,0.821221803,0.001142007,0.642016542
321,8.5.A.2,glucose,0.018706299,0.191893727,8.416666667,10.75,6.853947749,8.696510083,0.135605381,0.818799546
322,8.5.A.3,glucose,0.048022499,0.439087946,0.25,5.416666667,0.096545538,4.395213872,0.025783152,0.802615136
325,8.5.C.5,glucose,0.027191336,0.246270108,3.666666667,10.16666667,3.205218199,8.453294123,0.130023018,0.77120303
326,10.2.A.1,glucose,0.012939841,0.718166548,0,3.166666667,0.012465841,2.437277173,0.003831039,0.283234819
327,10.2.A.2,glucose,0.011687269,0.603057452,0.166666667,2.333333333,0.030626738,1.356446201,0.01394586,0.539840209
332,11.1.A.4,glucose,0.016577118,0.542898869,0.5,9,0.574504241,7.367461977,0.009330013,0.540641936
335,11.1.A.1,glucose,0.029125033,0.385876777,0.5,16.33333333,0.412937112,14.09275339,0.023672608,0.289275404
336,11.1.A.3,glucose,0.02602722,0.366904808,2.583333333,3.916666667,1.791431957,2.384807926,0.036908435,0.322253747
338,11.1.B.1,glucose,0.00307321,0.522154309,0.416666667,1.75,0.12940792,0.846891883,0.009186465,0.609545141
340,11.1.B.3,glucose,0.143106624,0.495230513,0.083333333,2.416666667,0.054093624,1.482075227,0.086968431,0.794439329
342,11.1.C.3,glucose,0,0,,,,,,
343,11.2.A.1,glucose,0.035797861,0.777851965,0.333333333,5.333333333,0.427039022,4.221331125,0.020324297,0.756012375
344,11.2.A.3,glucose,0.034593097,0.800514787,0.083333333,4.583333333,0.102702513,3.667875287,0.010279751,0.552104946
345,11.2.A.3.2,glucose,0.02367055,0.733411451,0.166666667,2.333333333,0.093192944,1.544672694,0.011489209,0.741862285
346,11.2.B.1,glucose,0.0133492,0.720285263,1.75,2.916666667,1.390774916,2.164119141,0.000768345,0.340905959
348,11.2.B.3,glucose,0.000292719,0.652514423,0.166666667,4.166666667,0.109627098,3.222645073,0.008775184,0.555617568
350,11.2.B.6,glucose,0.189106977,0.344933217,2.583333333,10.08333333,2.029031653,7.992249703,0.159390974,0.54142409
352,11.5.A.1,glucose,0.022865665,0.172844248,0.5,5,0.221023985,3.176866976,0.028233806,0.94299816
356,11.5.B.3,glucose,0.020092327,0.573197907,1.083333333,2.25,0.754258828,1.240778118,0.005863745,0.654757875
358,11.6.A.3,glucose,0.01255376,0.730176952,0.5,2.5,0.467723224,1.510978735,0.028494068,0.724844289
360,11.6.A.5,glucose,0.127414487,0.679066765,0.083333333,2.416666667,0.058813762,1.533742582,0.059141169,0.772370633
364,1.2.A.5,glucose,0.021948519,0.495718084,0.166666667,3.5,0.051254332,1.906188963,0.000602617,0.442984755
428,1.2.A.3,glucose,0.059558662,0.660662379,0.5,4,0.042991393,2.764962086,0.001001223,0.598505453
432,1.2.B.6,glucose,0.206101198,0.407815908,1.5,5,1.125900898,4.080439979,0.058420582,0.449884548
435,1.4.A.5,glucose,0.042166032,0.963391152,0.083333333,8.583333333,0.072691908,7.718992716,0.00529224,0.599720328
438,1.6.A.5,glucose,0.047863181,0.724565152,0.25,2.416666667,0.199418302,1.894806085,0.000275857,0.533304404
439,1.6.A.6,glucose,0.006287043,0.886795073,0.416666667,6.416666667,0.479752226,5.552467397,0.009122222,0.610586164
440,1.7.A.1,glucose,0.038684608,0.55826795,0.166666667,4,0.139935096,2.632744549,0.007579762,0.643680635
441,1.7.A.1.2,glucose,0.072838216,0.538781812,0.25,5.75,0.434241996,4.668324422,0.019204766,0.303086127
442,1.7.A.5,glucose,0.009875789,0.950480242,0.25,2.75,0.309226154,1.995385676,0.009562116,0.617994575
444,2.8.B.2,glucose,0.015287994,0.594327192,0.416666667,3.416666667,0.251914991,2.42740584,0.003368504,0.520384495
448,8.5.B.2,glucose,0.027781396,0.712004097,0.166666667,2.333333333,0.082277757,1.446478862,0.011520932,0.710789819
449,8.5.B.3,glucose,0.031072591,0.563409262,0.083333333,5.083333333,0.047531444,3.835481187,0.022869685,0.740957325
452,11.1.A.2,glucose,0.106562184,0.457156663,0.833333333,7.833333333,1.1909809,6.109942404,0.045081226,0.357473227
453,11.2.A.2,glucose,0.030644583,0.563495739,0,1.166666667,0.020167396,0.704320481,0.022348709,0.663532901
454,11.2.B.4.1,glucose,0.149624573,0.493565257,1,3.166666667,0.534014621,1.814585544,0.059653135,0.715020244
458,11.2.B.7,glucose,0.060113818,0.712235343,0,3.5,0.044054521,2.635071351,0.002601651,0.381056356
460,11.2.B.8.2,glucose,0.102263641,0.810570687,0.583333333,4.083333333,0.598997707,3.171013461,0.030802926,0.604203296
461,11.1.C.1,glucose,0.144855126,0.673103878,0.583333333,2.75,0.28780413,1.710901842,0.02286114,0.698595623
462,11.5.B.2,glucose,0.095006854,0.753881424,0,6,0.238129983,4.768023277,0.004436625,0.729362955
310,8.2.A.1,glucose,0.040995008,0.632985913,0.416666667,2.25,0.234141466,1.350305207,0.028115908,0.6705423
311,8.2.A.2,glucose,0.00944466,0.665959582,0.583333333,1.75,0.294829335,1.009744685,0.011785423,0.561590937
